lemma,definition,count
gastrocybe,a genus of fungi of the family Secotiaceae,301
blastocytoma,a tumor composed of immature undifferentiated cells,301
gangliocyte,a nerve cell whose body is outside the central nervous system,301
megatheriid,a large extinct ground sloth,300
aluminise,cover with aluminum,300
shinpad,a stiff protective garment worn by hockey players or a catcher in baseball to protect the shins,300
etherifies,change into an ether,300
achondroplasty,an inherited skeletal disorder beginning before birth; cartilage is converted to bone resulting in dwarfism,300
overcapitalizes,estimate the capital value of (a company) at an unreasonably or unlawfully high level,300
severalized,distinguish or separate,300
plumbable,(of depth) capable of being sounded or measured for depth,299
overfatigues,tire excessively,299
bowdlerises,edit by omitting or modifying parts considered indelicate,299
cacomixle,raccoon-like omnivorous mammal of Mexico and the southwestern United States having a long bushy tail with black and white rings,298
canulate,introduce a cannula or tube into,298
ozonises,convert (oxygen) into ozone,297
protomammal,probably warm-blooded; considered direct ancestor of mammals,296
publiciser,someone who publicizes,296
esperantido,an artificial language based on Esperanto and Ido,296
sizeableness,unusual largeness in size or extent or number,296
adactylous,without fingers and/or toes,295
outcalled,make a higher bid than (the previous bid or player); in a card game,295
apivorous,feeding on bees,295
bombilating,make a buzzing sound,295
cinematised,make a film of or adopt so as to make into a film,294
cartonful,the quantity contained in a carton,294
fraping,make secure by lashing,294
ductileness,the malleability of something that can be drawn into threads or wires or hammered into thin sheets,294
amoebous,pertaining to or resembling amoebae,294
carancha,South American caracara,294
transpirate,"pass through the tissue or substance or its pores or interstices, as of gas",293
bullyrags,be bossy towards,293
altercates,have a disagreement over something,293
conflagrates,cause to start burning,293
ridgil,a colt with undescended testicles,293
abdicable,capable of being discarded or renounced or relinquished,293
bismuthal,of or relating to bismuth,293
catacorner,slanted across a polygon on a diagonal line,292
gruesomest,shockingly repellent; inspiring horror,292
cocainizes,anesthetize with cocaine,292
datelining,mark with a date and place,292
pawkier,cunning and sly; - Punch,292
elocutes,declaim in an elocutionary manner,291
unionises,recruit for a union or organize into a union,291
hygrotrama,a genus of fungi belonging to the family Hygrophoraceae,291
wooziest,having or causing a whirling sensation; liable to falling,291
allotropical,of or related to or exhibiting allotropism,291
ineptest,not elegant or graceful in expression,290
squashiest,like a pulp or overripe; not having stiffness,290
celiocentesis,removal of fluid from the abdomen by centesis,290
communizes,make Communist or bring in accord with Communist principles,290
boskier,covered with or consisting of bushes or thickets; ; ; - Jack Beatty,290
foresightfulness,providence by virtue of planning prudently for the future,289
gyrostabiliser,a stabilizer consisting of a heavy gyroscope that spins on a vertical axis; reduces side-to-side rolling of a ship or plane,289
syllabised,divide into syllables,288
flukier,subject to accident or chance or change,288
uninebriated,not inebriated,288
decolours,remove color from,288
comminates,curse or declare to be evil or anathema or threaten with divine punishment,288
tabooli,a finely chopped salad with tomatoes and parsley and mint and scallions and bulgur wheat,287
poudrin,small crystals of ice,287
hypercoaster,a roller coaster that goes up 200 feet or higher and can catapult riders from 0 to 70 mph in 4 seconds by motors originally designed to launch rockets,287
acetylize,receive substitution of an acetyl group,286
moorbird,reddish-brown grouse of upland moors of Great Britain,286
ginkgopsida,ginkgos: in some systems classified as a class and in others as a subdivision; used in some classifications for one of five subdivisions of Gymnospermophyta,286
markweed,climbing plant common in eastern and central United States with ternate leaves and greenish flowers followed by white berries; yields an irritating oil that causes a rash on contact,286
tittivation,sprucing up; making decorative additions to,286
eructs,"eject or send out in large quantities, also metaphorical",286
metricates,convert from a non-metric to the metric system,285
nebbech,(Yiddish) a timid unfortunate simpleton,285
barbarises,become crude or savage or barbaric in behavior or language,285
colpocystitis,inflammation of the vagina and bladder,285
acrocarp,a moss in which the main axis is terminated by the archegonium (and hence the capsule),285
fartherer,more distant in especially space or time,284
circumfusing,spread something around something,284
suburbanizes,take on suburban character,284
savvying,get the meaning of something,284
tebibyte,"a unit of information equal to 1024 gibibytes or 2^40 (1,099,511,627,776) bytes",284
drippily,in a mawkish and emotional manner,284
vascularises,become vascular and have vessels that circulate fluids,283
fragilest,easily broken or damaged or destroyed,283
gypsyweed,common hairy European perennial with pale blue or lilac flowers in axillary racemes,283
ablactate,gradually deprive (infants and young mammals) of mother's milk,283
ventricous,having a swelling on one side,283
akaryocyte,a cell without a nucleus (as an erythrocyte),283
lucider,(of language) transparently clear; easily understandable; ; ; - Robert Burton,283
prisonbreak,an escape from jail,282
scranching,make a crushing noise,282
anorthopia,distorted vision in which straight lines appear curved,282
obnubilating,make less visible or unclear,282
fustigates,strike with a cudgel,282
pawkiest,cunning and sly; - Punch,282
tyiyn,100 tyiyn equal 1 som in Kyrgyzstan,282
tumesces,expand abnormally,282
mingiest,(used of persons or behavior) characterized by or indicative of lack of generosity,281
labialising,pronounce with rounded lips,281
stalinise,transform in accordance with Stalin's policies,281
cycadophytina,palmlike gymnosperms: includes the surviving order Cycadales and several extinct orders; possibly not a natural group; in some systems considered a class (Cycadopsida) and in others a subdivision (Cycadophytina or Cycadophyta),281
muskiest,resembling the smell of musk,281
carpinaceae,"used in some classification systems for the genera Carpinus, Ostryopsis, and Ostryopsis",281
disharmonizes,cause to sound harsh and unpleasant,281
syllogises,reason by syllogisms,281
folderal,ornamental objects of no great value,280
piggier,resembling swine; coarsely gluttonous or greedy,280
inmarry,marry within one's own tribe or group,280
mugiloidea,fishes distinguished by abdominal pelvic fins: families Mugilidae; Atherinidae; Sphyraenidae,280
bedaze,overcome as with astonishment or disbelief,280
deaminizes,remove the amino radical (usually by hydrolysis) from an amino compound; to perform deamination,280
ecobabble,using the technical language of ecology to make the user seem ecologically aware,280
madnep,biennial weed in Europe and America having large pinnate leaves and yellow flowers and a bitter and somewhat poisonous root; the ancestor of cultivated parsnip,280
categoreme,a categorematic expression; a term capable of standing alone as the subject or predicate of a logical proposition,280
aurifying,transform into gold,279
canulating,introduce a cannula or tube into,279
monas,a singular metaphysical entity from which material properties are said to derive,279
pesantran,a Muslim school in Indonesia operated by religious leaders; produces young militants skilled in jihad,278
bestialise,make brutal and depraved; give animal-like qualities to,278
hyperbolising,to enlarge beyond bounds or the truth,278
gelatinousness,the property of having a viscosity like jelly,278
bassariscidae,in some classifications considered a separate family,278
bibliothecarial,of or relating to a library or bibliotheca or a librarian,277
iodizes,treat with iodine,277
ashiest,of a light grey,276
priestliest,associated with the priesthood or priests,276
discoes,dance to disco music,276
rimier,covered with frost; ; -Wm.Faulkner,275
diddlyshit,a small worthless amount,275
gibelike,abusing vocally; expressing contempt or ridicule,275
muzjik,a Russian peasant (especially prior to 1917),275
affranchising,grant freedom to; as from slavery or servitude,275
spiritize,imbue with a spirit,275
beshrews,wish harm upon; invoke evil upon,274
dandifies,dress like a dandy,274
catabiosis,normal aging of cells,274
doctorspeak,medical jargon,274
aniler,of or like a feeble old woman,273
leatherfish,any of several brightly colored tropical filefishes,273
winterise,prepare for winter,273
skinter,lacking funds,273
disinvolving,free from involvement or entanglement,272
unpermed,not having had a permanent wave,272
tailflower,any of various tropical American plants cultivated for their showy foliage and flowers,272
ophiodontidae,fishes closely related to greenlings,272
unquietest,characterized by unrest or disorder,272
anathemise,wish harm upon; invoke evil upon,271
ameban,pertaining to or resembling amoebae,271
earreach,the range within which a voice can be heard,270
marginocephalian,includes boneheaded (pachycephalosaurs) and horned (ceratopsian) dinosaurs,270
lichenales,category used especially in former classifications for organisms now constituting the division Lichenes,270
calostomataceae,a family of fungi belonging to the order Tulostomatales,270
floridest,elaborately or excessively ornamented,270
animalises,represent in the form of an animal,270
sayanci,a Chadic language spoken in northern Nigeria,269
busybodied,intrusive in a meddling or offensive manner,269
basidiosporous,of or relating to or characterized by spores produced by basidia,269
mootest,of no legal significance (as having been previously decided),269
blanketer,broad in scope or content; ; ; ; ; - T.G.Winner,269
gravidation,technical terms for pregnancy,269
vitharr,(Norse mythology) one of the Aesir; son of Odin; avenges his parent by slaying Fenrir at Ragnarok,269
leeriest,openly distrustful and unwilling to confide,269
blowiest,abounding in or exposed to the wind or breezes,269
colpocystocele,hernia in which the urinary bladder protrudes through the wall of the vagina; sometimes occurs after childbirth,269
rubberizes,coat or impregnate with rubber,268
obnubilates,make less visible or unclear,268
formularizes,express as a formula,267
simoniz,a brand of car polish,266
flindosa,tall Australian timber tree yielding tough hard wood used for staves etc,266
hematal,relating to the blood vessels or blood,266
motorbiked,ride a motorcycle,265
congenator,an animal or plant that bears a relationship to another (as related by common descent or by membership in the same genus),265
syncretises,become fused,265
chronologizes,establish the order in time of something,265
frigidest,sexually unresponsive,265
eurobabble,the jargon of European community documents and regulations,264
idiolatry,the worship of yourself,264
aphorised,speak or write in aphorisms,264
defeminise,remove the ovaries of (female mammals such as cats),264
pteridospermaphyta,used in some classification systems: a group of extinct fossil gymnosperms coextensive with the order Cycadofilicales,264
stroppiest,obstreperous,264
crenelating,supply with battlements,263
circumstantiates,give circumstantial evidence for,263
zikurat,a rectangular tiered temple or terraced mound erected by the ancient Assyrians and Babylonians,263
coggling,walk unsteadily,263
gluttonizes,eat a lot and without restraint,263
bayest,(used of animals especially a horse) of a moderate reddish-brown color,263
misallying,make a bad alliance; ally inappropriately,263
detick,free (a pet) of ticks,262
lingualumina,an artificial language,262
sightseen,visit famous or interesting sights,262
bacterize,subject to the action of bacteria,262
branchiopodan,aquatic crustaceans typically having a carapace and many pairs of leaflike appendages used for swimming as well as respiration and feeding,262
occidentalise,make western in character,262
misaddresses,put a wrong address on,262
torrider,characterized by intense emotion,261
heterometabolic,(of an insect) undergoing incomplete metamorphosis in which the nymph is essentially like the adult and there is no pupal stage,261
sootes,coat with soot,261
casuaridae,a family of large ostrich-like birds including cassowaries,261
picovolt,a unit of potential equal to one trillionth of a volt,261
auspicates,indicate by signs,261
molluga,carpetweeds,261
boobing,commit a faux pas or a fault or make a serious mistake,261
manduction,the act of participating in the celebration of the Eucharist,260
agranulosis,an acute blood disorder (often caused by radiation or drug therapy) characterized by severe reduction in granulocytes,259
unmuzzles,remove the muzzle from (a dog),258
decokes,remove carbon from (an engine),258
miscegenates,marry or cohabit with a person of another race,258
pulassan,East Indian fruit tree bearing fruit similar to but sweeter than that of the rambutan,258
curseder,deserving a curse; sometimes used as an intensifier,258
federita,a Sudanese sorghum having exceptionally large soft white grains,257
aromatises,fill or impregnate with an odor,256
platyrrhinic,of or related to New World monkeys having nostrils far apart or to people with broad noses,256
unsurest,lacking self-confidence,256
regorges,eject the contents of the stomach through the mouth,256
agnised,be fully aware or cognizant of,256
formicated,crawl about like ants,256
formularising,express as a formula,255
commoves,"cause to be agitated, excited, or roused",255
floatier,tending to float on a liquid or rise in air or gas,255
recoupes,"reimburse or compensate (someone), as for a loss",255
vulpecular,resembling or characteristic of a fox,254
camass,any of several plants of the genus Camassia; North and South America,254
hemimetabolism,incomplete or partial metamorphosis in insects,254
scarabaean,any of numerous species of stout-bodied beetles having heads with horny spikes,254
capabler,(usually followed by `of') having capacity or ability,253
schnorred,obtain or seek to obtain by cadging or wheedling,253
thurify,perfume especially with a censer,253
neoclassicistic,relating to or advocating neoclassicism,253
shavous,(Judaism) Jewish holy day celebrated on the sixth of Sivan to celebrate Moses receiving the Ten Commandments,253
foetology,the branch of medicine concerned with the fetus in the uterus,253
motorises,equip with armed and armored motor vehicles,252
consubstantiates,become united in substance,252
arborary,of or relating to or formed by trees,252
percoidean,any of numerous spiny-finned fishes of the order Perciformes,252
subvocalizer,someone who articulates speech without uttering sounds,252
yogistic,of or relating to yoga,252
oculism,the craft of an oculist,252
pollenates,fertilize by transfering pollen,251
immaterializes,render immaterial or incorporeal,251
ariled,(of some seeds) having a fleshy and usually brightly colored cover,251
latimeridae,extinct except for the coelacanth,251
bestialising,make brutal and depraved; give animal-like qualities to,251
gymnosophical,of or relating to gymnosophy,251
contemporises,happen at the same time,251
agnizes,be fully aware or cognizant of,250
pleurobrachiidae,sea gooseberries,250
unbarrelled,not in a barrel,250
flameproofer,resistant to catching fire,249
symphonise,"play or sound together, in harmony",249
corythosaur,duck-billed dinosaur with nasal passages that expand into a crest like a hollow helmet,249
givees,"cause to have, in the abstract sense or physical sense",249
susurrates,issue soft noises,249
cloturing,terminate debate by calling for a vote,248
gravidness,technical terms for pregnancy,248
couthest,(used facetiously) refined,248
virilise,"produce virilism in or cause to assume masculine characteristics, as through a hormonal imbalance or hormone therapy",248
typeseting,set in type,247
weeness,the property of being very small in size,247
brachydactylic,having abnormally short finger or toes,247
mutafacient,capable of inducing mutation (used mainly of intracellular agents),247
adepter,having or showing knowledge and skill and aptitude,247
massicotite,the mineral form of lead monoxide; in the form of yellow powder it is used as a pigment,247
yeastiest,of or resembling or containing yeast,247
twiggier,thin as a twig,246
decolonises,grant independence to (a former colony),246
undernourishes,provide with insufficient quality or quantity of nourishment,246
bendayed,reproduce by the Benday process,245
tertigravida,a woman who is pregnant for the third time,245
antheropeas,small genus of North American herbs often included in genus Eriophyllum,244
telepathizing,communicate nonverbally by telepathy,244
bromeosin,a red fluorescent dye resulting from the action of bromine on fluorescein; used in cosmetics and as a biological stain for studying cell structures,244
tweediest,of textiles; having a rough surface,244
piquantness,a tart spicy quality,244
bacterizing,subject to the action of bacteria,244
negotiatress,a woman negotiator,243
covertest,secret or hidden; not openly practiced or engaged in or shown or avowed,243
buxomest,(of a woman's body) having a large bosom and pleasing curves,242
misally,make a bad alliance; ally inappropriately,242
myelatelia,any developmental defect of the spinal cord,241
stizidae,cicada killers,240
funrun,a footrace run for fun (often including runners who are sponsored for a charity),240
gritrock,a hard coarse-grained siliceous sandstone,240
ununderstandably,in an unintelligible manner,240
orchidalgia,pain in the testes,240
fervider,characterized by intense emotion,240
adactylism,congenital absence of fingers and/or toes,239
bromating,react with bromine,239
cachinnates,laugh loudly and in an unrestrained way,239
grammatolatry,the worship of words,239
condescendingness,affability to your inferiors and temporary disregard for differences of position or rank,239
sveltest,showing a high degree of refinement and the assurance that comes from wide social experience,239
voodooing,bewitch by or as if by a voodoo,238
palpebrate,"wink or blink, especially repeatedly",238
pterodactylidae,a reptile family in the order Pterosauria,238
pseudomonodaceae,rod-shaped Gram-negative bacteria; include important plant and animal pathogens,238
womanises,have amorous affairs; of men,238
rambotan,Malayan tree bearing spiny red fruit,238
jaggedest,having a sharply uneven surface or outline,237
anestric,of or relating to anestrus,237
baronduki,terrestrial Siberian squirrel,236
limacoid,of or resembling a slug,236
bossest,exceptionally good,236
bedraggles,"make wet and dirty, as from rain",236
bunchier,occurring close together in bunches or clusters,235
tabularizes,arrange or enter in tabular form,235
intumescency,swelling up with blood or other fluids (as with congestion),235
haematal,relating to the blood vessels or blood,235
ilxx,being nine more than sixty,235
concertise,give concerts; perform in concerts,235
hedgehops,fly very close to the ground,235
syncategorem,a syncategorematic expression; a word that cannot be used alone as a term in a logical proposition,234
daisybush,any of various mostly Australian attractively shaped shrubs of the genus Olearia grown for their handsome and sometimes fragrant evergreen foliage and profusion of daisy flowers with white or purple or blue rays,234
absquatulating,run away; usually includes taking something or somebody along,234
lacepod,annual herb having pinnatifid basal leaves and slender racemes of small white flowers followed by one-seeded winged silicles,234
clipes,sever or remove by pinching or snipping,234
craunches,press or grind with a crushing noise,234
dociler,willing to be taught or led or supervised or directed,233
jealousest,showing extreme cupidity; painfully desirous of another's advantages,233
hostaceae,one of many families or subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted; includes genus Hosta,233
goosiest,having or revealing stupidity,233
subjugable,susceptible to being subjugated,233
doojigger,something unspecified whose name is either forgotten or not known,232
monogynist,someone who practices monogamy (one spouse at a time),232
alkalises,turn basic and less acidic,232
diaglyph,glyptic art consisting of a sunken or depressed engraving or carving on a stone or gem (as opposed to cameo),232
hemimetaboly,incomplete or partial metamorphosis in insects,232
mongrelise,cause to become a mongrel,232
oligodendria,tissue consisting of glial cells with sheetlike processes that form the myelin sheath of nerve fibers,232
mishegaas,(Yiddish) craziness; senseless behavior or activity,231
begilding,"decorate with, or as if with, gold leaf or liquid gold",231
chronologising,establish the order in time of something,230
tablefork,a fork for eating at a dining table,230
discolorize,remove color from,229
agenizing,age or bleach flour with Agene (nitrogen trichloride),229
detusk,remove the tusks of animals,229
hollands,gin made in the Netherlands,229
hygienize,make sanitary by cleaning or sterilizing,229
doughiest,having the consistency of dough because of insufficient leavening or improper cooking,229
talcked,apply talcum powder to (one's body),229
grungily,in a dingy manner,228
poenology,the branch of criminology concerned with prison management and prisoner rehabilitation,228
noncivilised,not having a high state of culture and social development,227
cydippidea,ctenophores having two long pinnate tentacles,227
ooziest,leaking out slowly,226
acanthous,shaped like a spine or thorn,226
marbleizes,make something look like marble,226
humider,containing or characterized by a great deal of water vapor,226
banaler,repeated too often; overfamiliar through overuse,226
mergees,become one,226
tribadistic,of female homosexual behavior that attempts to simulate heterosexual behavior,226
salvagees,"save from ruin, destruction, or harm",225
corticoefferent,of a nerve fiber passing outward from the cerebral cortex,225
decoagulant,medicine that prevents or retards the clotting of blood,224
sensify,make sensitive or aware,224
tetraskele,a figure consisting of four stylized human arms or legs (or bent lines) radiating from a center,224
blowier,abounding in or exposed to the wind or breezes,224
rhumbaed,dance the rhumba,224
animize,give lifelike qualities to,224
mousees,to go stealthily or furtively,223
femtovolt,a unit of potential equal to one quadrillionth of a volt (or one thousandth of a nanosecond),223
thurifies,perfume especially with a censer,223
misallies,make a bad alliance; ally inappropriately,222
lucifugal,light-avoiding,221
carnalise,debase through carnal gratification,221
mooniest,lighted by moonlight,221
anagrammatizes,read letters out of order to discover a hidden meaning,221
chestiest,marked by a large or well-developed chest,221
decimalizes,change from fractions to decimals,221
waxmallow,any of various plants of the genus Malvaviscus having brilliant bell-shaped drooping flowers like incompletely opened hibiscus flowers,221
caponizes,convert a cock into a capon,221
podaxaceae,a variety of gastromycete,220
copyreads,edit and correct (written or printed material),220
blowsiest,characteristic of or befitting a slut or slattern; used especially of women,220
vowelised,pronounce as a vowel,220
preachification,moralization delivered tediously in a preachy manner,220
opalize,make opalescent,219
fringepod,annual herb having pinnatifid basal leaves and slender racemes of small white flowers followed by one-seeded winged silicles,219
antitypic,of or relating to an antitype,219
megacardia,an abnormal enlargement of the heart,219
telegnostic,obtaining knowledge of distant events allegedly without use of normal sensory mechanisms,219
prologise,write or speak a prologue,219
indigestibleness,the property of being difficult to digest,219
schizosaccharomycetaceae,a family of fungi belonging to order Endomycetales,219
resplending,be resplendent or radiant; to shine brightly,219
nammad,an embroidered rug made from a coarse Indian felt,218
bellylaughing,"laugh a deep, hearty laugh",217
indiscreeter,lacking discretion; injudicious,217
prolusory,of or relating to or having the character of a prolusion,217
melanizes,"convert into, or infiltrate with melanin",216
hypnogenesis,the induction of sleep or hypnosis,216
pteropogon,southern Australian plant having feathery hairs surrounding the fruit,216
gymnospermophyta,plants having naked seeds not enclosed in an ovary; in some systems considered a class (Gymnospermae) and in others a division (Gymnospermophyta); comprises three subdivisions (or classes): Cycadophytina (class Cycadopsida) and Gnetophytina (class Gnetopsida) and Coniferophytina (class Coniferopsida); in some classifications the Coniferophytina are divided into three groups: Pinophytina (class Pinopsida) and Ginkgophytina (class Ginkgopsida) and Taxophytina (class Taxopsida),216
slenderised,make slender or appear to be slender,216
teemingness,the property of a more than adequate quantity or supply,215
unsanctification,unholiness by virtue of being profane,215
ungodlier,characterized by iniquity; wicked because it is believed to be a sin,215
metagrobolized,totally perplexed and mixed up; - Wall Street Journal,215
entoparasite,any of various parasites that live in the internal organs of animals (especially intestinal worms),215
actinomyxidian,parasites of worms,214
skreighs,utter a harsh abrupt scream,214
keyest,serving as an essential component,214
congaed,dance the conga,214
demonetises,deprive of value for payment,214
gruntles,cause to be more favorably inclined; gain the good will of,214
propenonitrile,a colorless liquid unsaturated nitrile made from propene,213
metrifying,compose in poetic meter,213
unexchangeability,the quality of being incapable of exchange or interchange,213
wieldier,easy to handle or use or manage,212
laccopetalum,one species: giant buttercup,212
reconvicting,convict anew,212
volvariaceae,a family of fungi belonging to the order Agaricales,212
pottiest,marked by foolish or unreasoning fondness,212
alcoholise,treat or infuse with alcohol,212
epideictical,designed primarily for rhetorical display,211
hornswoggles,deprive of by deceit,211
syllabizes,divide into syllables,211
citifies,accustom to urban ways,211
clearcutness,clarity as a consequence of precision,211
desalinise,remove salt from,211
holloes,encourage somebody by crying hollo,211
proprionamide,the amide of propionic acid (C2H5CONH2),211
exenterates,remove the contents of (an organ),210
catarrhinian,of or related to Old World monkeys that have nostrils together and opening downward,210
agalactosis,a condition in which milk is not secreted in the mother's breasts after her child has been delivered,210
livider,anemic looking from illness or emotion; ; ; ; ; - Mary W. Shelley,209
pungapung,putrid-smelling aroid of southeastern Asia (especially the Philippines) grown for its edible tuber,209
vinegariness,a sourness resembling that of vinegar,209
vellicates,"touch (a body part) lightly so as to excite the surface nerves and cause uneasiness, laughter, or spasmodic movements",209
butylates,introduce the butyl group into a chemical compound,208
woodener,made or consisting of (entirely or in part) or employing wood,208
pallidest,abnormally deficient in color as suggesting physical or emotional distress,208
gavidae,loon family,208
fleeceable,naive and easily deceived or tricked,208
musclebuilder,someone who does special exercises to develop a brawny musculature,207
dioecian,having male and female reproductive organs in separate plants or animals,207
subsequentness,following in time,207
symbolatry,the worship of symbols,207
astrogating,guide in interplanetary travel,207
triopidae,a family of Notostraca,207
blowzier,characteristic of or befitting a slut or slattern; used especially of women,207
raimentless,possessing no clothing,206
kiboshing,stop from happening or developing,206
inexperient,lacking practical experience or training,206
anagrammatising,read letters out of order to discover a hidden meaning,206
immaturest,characteristic of a lack of maturity,206
carnify,become muscular or fleshy,206
domesticise,overcome the wildness of; make docile and tractable,205
nonenterprising,lacking in enterprise; not bold or venturesome,205
uveous,of or relating to the uvea of the eye,205
colorise,add color to,205
ungentler,not of the nobility,205
arterialising,change venous blood into arterial blood,205
disaccorded,be different from one another,205
colorising,add color to,204
maniraptor,advanced carnivorous theropod,204
tranquiler,(of a body of water) free from disturbance by heavy waves,204
miaoued,make a cat-like sound,204
leresis,rambling talkativeness (especially in the aged),204
categorem,a categorematic expression; a term capable of standing alone as the subject or predicate of a logical proposition,204
kabolin,an androgen (trade names Durabolin or Kabolin) that is used to treat testosterone deficiency or breast cancer or osteoporosis,204
blowziest,characteristic of or befitting a slut or slattern; used especially of women,204
fervidest,characterized by intense emotion,204
cocainise,anesthetize with cocaine,204
fledgeless,(of an arrow) not equipped with feathers,203
swietinia,tropical American mahogany trees,203
transmigrante,a Latin American who buys used goods in the United States and takes them to Latin America to sell,203
enteroceptor,any receptor that responds to stimuli inside the body,203
foolhardier,marked by defiant disregard for danger or consequences; ; -Macaulay,203
insincerer,lacking sincerity,203
syllogiser,logician skilled in syllogistic reasoning,203
vinegarweed,aromatic plant of western United States,203
transistorizes,equip (an electronic circuit or device) with transistors,202
nigrifying,make or become black,202
cotyloidal,of the cup-shaped socket that receives the head of the thigh bone,202
manteodea,mantises; in former classifications considered a suborder of Orthoptera,202
toxicognath,either of a pair of poison fangs in the modified front pair of legs of the centipede,201
conservativist,a person who is reluctant to accept changes and new ideas,201
kalapooia,a member of the North American Indian people of Oregon,201
tribonemaceae,simple filamentous freshwater yellow-green algae,201
rubberise,coat or impregnate with rubber,201
guts,fortitude and determination,201
chandelling,climb suddenly and steeply,201
foredating,establish something as being earlier relative to something else,201
chickeree,far western United States counterpart of the red squirrel,200
reprobater,deviating from what is considered moral or right or proper or good,200
ascolichen,a lichen in which the fungus component is an ascomycete,200
finedrawing,sew together very finely,200
fragiler,easily broken or damaged or destroyed,200
urticates,whip with or as with nettles,199
shellacks,cover with shellac,199
billystick,a short stout club used primarily by policemen,199
miscreates,shape or form or make badly,198
vasosection,surgical incision into or division of the vas deferens,198
abrocome,ratlike rodent with soft fur and large ears of the Andes,197
martyrises,torture and torment like a martyr,197
anaglyphy,the process of producing pictures in contrasting colors that appear three-dimensional when superimposed and viewed through spectacles with one red and one green lens,197
gauchest,lacking social polish,197
reheels,put a new heel on,197
galactosis,the secretion of milk,196
whitecup,prostrate woody South American herb with white tubular flowers often tinged with blue or rose,196
cheeseflower,erect or decumbent Old World perennial with axillary clusters of rosy-purple flowers; introduced in United States,196
appetizingness,the property of stimulating the appetite,196
sonsiest,(of a woman's body) having a large bosom and pleasing curves,196
bespeckling,mark with small spots,196
achromatizes,remove color from,196
overdramatises,present in an overly dramatic manner,195
skepful,the quantity a skep can hold,195
minniebush,low shrub of the eastern United States with downy twigs,195
overreckoning,a calculation that results in an estimate that is too high,195
preachiest,inclined to or marked by tedious moralization,195
aerosolise,become dispersed as an aerosol,195
convictfish,greenling with whitish body marked with black bands,195
edulcorates,make sweeter in taste,194
verboser,using or containing too many words,194
wricking,twist suddenly so as to sprain,194
permeableness,the property of something that can be pervaded by a liquid (as by osmosis or diffusion),194
grayhen,female black grouse,194
englutting,overeat or eat immodestly; make a pig of oneself,194
anthoceropsida,hornworts: in some classification systems included in the class Hepaticopsida,194
amphiprostylar,marked by columniation having free columns in porticoes either at both ends or at both sides of a structure,194
mundaner,found in the ordinary course of events; ; ; - Anita Diamant,193
inscriptively,by means of an inscription,193
crottal,any of several lichens of the genus Parmelia from which reddish brown or purple dyes are made,193
meanspiritedly,in a meanspirited manner,193
syllabising,divide into syllables,193
asseverator,someone who claims to speak the truth,193
domesticizes,overcome the wildness of; make docile and tractable,193
metricise,express in the metric system,193
mordaciously,in a mordacious manner,192
winiest,having the taste of wine,192
diabolizes,turn into a devil or make devilish,192
decarburises,remove carbon from (an engine),192
argonon,any of the chemically inert gaseous elements of the helium group in the periodic table,192
incurvates,bend inwards,192
monochromia,complete color blindness; colors can be differentiated only on the basis of brightness,192
latinesce,an artificial language based on Latin,191
corticoafferent,of a nerve fiber or impulse originating outside and passing toward the cerebral cortex,191
alchemises,alter (elements) by alchemy,191
intransitivize,intransitivize,190
myxinikela,fossil hagfishes,190
misocainea,hatred of new ideas,190
ditchmoss,submerged freshwater perennials,190
pronked,jump straight up,190
complecting,be interwoven or interconnected,189
conglobates,assume a globular shape,189
enskying,exalt to the skies; lift to the skies or to heaven with praise,189
topolatry,the worship of places,189
dysomia,impairment of the sense of smell,189
archaises,give an archaic appearance of character to,189
jactitate,move or stir about violently,189
phaneromania,an irresistible desire to pick at superficial body parts (as in obsessive nail-biting),189
nutritionary,of or relating to or providing nutrition,188
sniffiest,having or showing arrogant superiority to and disdain of those one views as unworthy; ; ; ; ; ; ; - W.L.Shirer,188
razeing,tear down so as to make flat with the ground,188
abacinate,blind by holding a red-hot metal plate before someone's eyes,188
breathalyzing,test someone's alcohol level in his blood by means of a breathalyzer,188
beeriest,smelling of beer,188
monogamousness,having only one spouse at a time,187
rubberer,returned for lack of funds,187
palaeornithology,the paleobiology of birds,187
plumiest,resembling a plume,187
liquidises,"make (a solid substance) liquid, as by heating",186
weenier,(used informally) very small,186
abying,make amends for,186
unforesightful,lacking foresight or scope,186
resifts,sift anew,186
duncish,(used informally) stupid,186
plicatoperipatus,a genus of Peripatidae,186
unclearer,poorly stated or described,185
gladsomer,experiencing or expressing gladness or joy,185
vestrywoman,a woman who is a member of a church vestry,185
mongrelizes,cause to become a mongrel,185
parthenogeny,human conception without fertilization by a man,185
mimeoing,print copies from (a prepared stencil) using a mimeograph,185
parroket,any of numerous small slender long-tailed parrots,185
ebonise,stain black to make it look like ebony,185
diphthongises,change from a simple vowel to a diphthong,185
brabbled,argue over petty things,185
plutocratical,of or relating to or characteristic of a plutocrat,184
plumbaginaceous,of or pertaining to or characteristic of plants of the family Plumbaginaceae,184
slenderise,make slender or appear to be slender,184
gimpiness,disability of walking due to crippling of the legs or feet,184
misunderstanded,interpret in the wrong way,183
chickenfight,fight while sitting on somebody's shoulders,183
prologized,write or speak a prologue,183
carunculous,resembling a caruncle,183
palpebration,repeated blinking or winking (especially if uncontrolled and persistent),182
onomatopoeical,(of words) formed in imitation of a natural sound; ; - Harry Hoijer,182
stripier,marked or decorated with stripes,181
