lemma,definition,count
post,the position where someone (as a guard or sentry) stands or is assigned to stand,251277817
sometimes,on certain occasions or in certain cases but not always,251162520
strong,having strength or power greater than average or expected,250737832
judge,determine the result of (a competition),250718818
official,a worker who holds or is invested with an office,250421042
hope,expect and wish,250141485
living,the experience of being alive; the course of human events and activities,249645273
yes,an affirmative,249316148
wife,a married woman; a man's partner in marriage,249312527
red,of a color at the end of the color spectrum (next to orange); resembling the color of blood or cherries or tomatoes or rubies,249042055
meet,come together,249003364
effective,producing or capable of producing an intended result or having a striking effect; -LewisMumford,248944904
sample,a small part of something intended as representative of the whole,248935232
december,the last (12th) month of the year,248395825
base,use as a basis for; found on,248133640
began,take the first step or steps in carrying out an action,247835464
taking,the act of someone who picks up or takes something,247823255
trial,the act of testing something,247821440
blood,"the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets",247645986
carried,"move while supporting, either in a vehicle or in one's hands or on one's body",247337741
fee,a fixed charge for a privilege or for professional services,247270069
acid,any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt,246803975
soil,the state of being covered with unclean things,246736146
ten,being one more than nine,246466214
hospital,a health facility where patients receive treatment,246164776
twenty,denoting a quantity consisting of 20 items or units,245808316
facility,a building or place that provides a particular service or is used for a particular industry,244555713
developed,being changed over time so as to be e.g. stronger or more complete or more useful,244530523
james,a Stuart king of Scotland who married a daughter of Henry VII; when England and France went to war in 1513 he invaded England and died in defeat at Flodden (1473-1513),244481159
discussion,an extended communication (often interactive) dealing with some particular topic,244463231
felt,a fabric made of compressed matted animal fibers,243914129
technology,the practical application of science to commerce or industry,243821286
representative,a person who represents others,243189871
presented,give an exhibition of to an interested audience,242192214
amendment,the act of amending or correcting,241860322
knew,be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about,241821503
cut,separate with or as if with an instrument,241740012
industrial,of or relating to or resulting from industry,241419706
plaintiff,a person who brings an action in a court of law,241202134
expense,amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures),240710627
sound,appear in a certain way,240678052
needs,a condition requiring relief,240624794
sent,100 senti equal 1 kroon in Estonia,240359634
thousand,the cardinal number that is the product of 10 and 100,240154331
looked,perceive with attention; direct one's gaze towards,239736865
added,"make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of",239026741
flow,the motion characteristic of fluids (liquids or gases),238615295
reading,the cognitive process of understanding a written linguistic message,238499039
top,the upper part of anything,238247434
appeal,earnest or urgent request,238203149
weight,the vertical force exerted by a mass as a result of gravity,238116524
passed,go across or through,237984377
writing,the act of creating written works,237856475
minister,a person authorized to conduct religious worship,237508446
bond,an electrical force linking atoms,237416704
regard,deem to be,236519567
applied,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,235854575
included,"have as a part, be made up out of",235852211
physical,involving the body as distinguished from the mind or spirit,235650965
produce,bring forth or yield,235628779
across,to the opposite side,235579905
communication,the activity of communicating; the activity of conveying information,235327221
final,occurring at or forming an end or termination,234215995
chairman,the officer who presides at the meetings of an organization,233996212
employment,the state of being employed or having a job,233976940
address,(computer science) the code that identifies where a piece of information is stored,233944259
produced,bring forth or yield,233847055
risk,expose to a chance of loss or damage,233371791
stand,be standing; be upright,232996020
boy,a youthful male person,232987198
placed,put into a certain place or abstract location,232885604
october,the month following September and preceding November,232782593
feature,a prominent attribute or aspect of something,232626685
machine,any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks,232538931
leave,go away from a place,231274510
portion,something determined in relation to something that includes it,230990010
survey,consider in a comprehensive way,230798157
particularly,to a distinctly greater extent or degree than is common,230299426
outside,outside a building,230285642
hard,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,230049947
mr,a form of address for a man,230030653
indeed,in truth (often tends to intensify),229568406
text,the words of something written,229379361
western,relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts,229133282
equal,"having the same quantity, value, or measure as another",228803805
today,the present time or age,228611942
september,the month following August and preceding October,228527604
fine,being satisfactory or in satisfactory condition,228305177
rest,something left after other parts have been taken away,227974625
spirit,the vital principle or animating force within living things,227949109
justice,the quality of being just or fair,227885798
item,a distinct part that can be specified separately in a group of things that could be enumerated on a list,227817601
legal,established by or founded upon law or official or accepted rules,227769130
modern,belonging to the modern era; since the Middle Ages,227387736
normal,conforming with or constituting a norm or standard or level or type or social norm; not abnormal,226996951
instance,an occurrence of something,226743890
determined,characterized by great determination,226194555
poor,deserving or inciting pity; ; ; - Galsworthy,226148332
civil,applying to ordinary citizens as contrasted with the military,225906530
staff,personnel who assist their superior in carrying out an assigned task,225818813
proceeding,(law) the institution of a sequence of steps by which legal judgments are invoked,225597029
parent,a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian,225484397
front,the side that is forward or prominent,225298668
appear,give a certain impression or have a certain outward aspect,225225321
box,a (usually rectangular) container; may have a lid,225106572
conference,a prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda),224811840
latter,referring to the second of two things or persons mentioned (or the last one or ones of several),224787592
beginning,the event consisting of the start of something,224690946
heard,detected or perceived by the sense of hearing,224408678
grant,let have,224122660
trust,have confidence or faith in,223502071
farm,workplace consisting of farm buildings and cultivated land as a unit,223243557
cross,travel across or pass over,223060370
medium,a means or instrumentality for storing or communicating information,222953636
sure,having or feeling no doubt or uncertainty; confident and assured,222670783
iii,the cardinal number that is the sum of one and one and one,222181171
extent,the point or degree to which something extends,222148290
girl,a young woman,221698777
difficult,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,221690475
george,Christian martyr; patron saint of England; hero of the legend of Saint George and the Dragon in which he slew a dragon and saved a princess (?-303),221676356
offer,"make available or accessible, provide or furnish",221577593
recent,new,221366662
longer,for more time,221113860
culture,a particular society at a particular time and place,220318454
aid,give help or assistance; be of service,220267535
credit,approval,220092780
firm,the members of a business organization that owns or operates one or more establishments,218972899
detail,an isolated fact that is considered separately from the whole,218323660
former,referring to the first of two things or persons mentioned (or the earlier one or ones of several),218121782
august,the month following July and preceding September,217762709
copy,a reproduction of a written record (e.g. of a legal or school record),217725671
needed,necessary for relief or supply,217541323
involved,connected by participation or association or use,217389563
likely,has a good chance of being the case or of coming about,217276265
scale,an ordered reference standard,217233287
mass,the property of a body that causes it to have weight in a gravitational field,217118844
experiment,the act of conducting a controlled test or investigation,217059838
characteristic,typical or distinctive,216834202
investment,the act of investing; laying out money or capital in an enterprise with the expectation of profit,216110796
middle,an area that is approximately central within some larger region,215452184
connection,a relation between things or events (as in the case of one causing the other or sharing features with it),215236647
turned,moved around an axis or center,215006760
german,of or pertaining to or characteristic of Germany or its people or language,214870218
brother,a male with the same parents as someone else,214649003
ship,a vessel that carries passengers or freight,214488881
limit,the greatest possible degree of something,214030500
alone,without any others being included or involved,213864331
beyond,farther along in space or time or degree,213295860
publication,a copy of a printed work offered for distribution,213130585
simple,having few parts; not complex or complicated or involved,212789555
move,"change location; move, travel, or proceed, also metaphorically",212525409
voice,the distinctive quality or pitch or condition of a person's speech,212365021
consider,deem to be,212217474
proper,marked by suitability or rightness or appropriateness,212198538
instead,"in place of, or as an alternative to",212135444
significant,important in effect or meaning,212071791
appears,give a certain impression or have a certain outward aspect,211917901
lost,no longer in your possession or control; unable to be found or recovered,211490204
followed,"to travel behind, go after, come after",211340341
california,a state in the western United States on the Pacific; the 3rd largest state; known for earthquakes,211061171
attempt,make an effort or attempt,210711416
deal,act on verbally or in some form of artistic expression,210559677
potential,the inherent capacity for coming into being,210189476
estate,everything you own; all of your assets (whether real property or personal property) and liabilities,210124017
distance,the property created by the space between two objects or points,209982119
exchange,chemical process in which one atom or ion or group changes places with another,209897211
inch,a unit of length equal to one twelfth of a foot,209889877
robert,United States parliamentary authority and author (in 1876) of Robert's Rules of Order (1837-1923),209874304
nearly,(of actions or states) slightly short of or not quite accomplished; all but,209531682
pattern,a perceptual structure,209054660
associated,make a logical or causal connection,208865153
expected,considered likely or probable to happen or arrive,208567673
collection,several things grouped together or considered as a whole,208564723
dollar,the basic monetary unit in many countries; equal to 100 cents,208516556
error,a wrong action attributable to bad judgment or ignorance or inattention,207926002
branch,a division of some larger or more complex organization,207911580
rock,a lump or mass of hard consolidated mineral matter,207818283
earth,the 3rd planet from the sun; the planet we live on,207466397
live,inhabit or live in; be an inhabitant of,207373263
pass,go across or through,207372378
feeling,the experiencing of affective and emotional states,207342320
finally,after an unspecified period of time or an especially long delay,207279902
protection,the activity of protecting someone or something,206440412
lake,a body of (usually fresh) water surrounded by land,206124613
france,a republic in western Europe; the largest country wholly in Europe,206090874
capacity,capability to perform or produce,206079919
basic,pertaining to or constituting a base or basis,206069119
improvement,a change for the better; progress in development,205855694
lot,(often followed by `of') a large number or amount or extent,205569139
circumstance,a condition that accompanies or influences some event or activity,205372705
cover,provide with a covering or cause to be covered,205365129
european,of or relating to or characteristic of Europe or the people of Europe,205083709
bring,take something or somebody with oneself somewhere,204547719
chemical,relating to or used in chemistry,204517880
wood,the hard fibrous lignified substance under the bark of trees,204132747
contact,close interaction,204012906
behind,in or to or toward the rear,203807966
observed,discovered or determined by scientific observation,203728063
institute,set up or lay the groundwork for,203623796
request,express the need or desire for; ask for,203086941
principal,most important element,203061619
understand,know and comprehend the nature or meaning of,202815252
finding,"the act of determining the properties of something, usually by research or calculation",202490092
loan,the temporary provision of money (usually at interest),202131221
wide,having great (or a certain) extent from one side to the other,201803564
november,the month following October and preceding December,201178345
seemed,give a certain impression or have a certain outward aspect,201090678
metal,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.,201057638
piece,a separate part of a whole,201042716
iron,a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood,200992929
drug,a substance that is used as a medicine or narcotic,200968770
picture,a visual representation (of an object or scene or person or abstraction) produced on a surface,200920878
throughout,from first to last,200733301
master,an artist of consummate skill,200636283
spring,the season of growth,200555447
image,an iconic mental representation,200122900
importance,the quality of being important and worthy of note,199765911
mark,attach a tag or label to,199545375
description,a statement that represents something in words,199251848
stated,express in words,198757163
prior,earlier in time,198686231
thomas,United States clockmaker who introduced mass production (1785-1859),198394896
morning,the time period between dawn and noon,198176885
examination,the act of examining something closely (as for mistakes),198161120
bed,a piece of furniture that provides a place to sleep,197675698
phase,any distinct time period in a sequence of events,196762828
hill,a local and well-defined elevation of the land,196707675
joint,united or combined,196406885
commercial,connected with or engaged in or sponsored by or used in commerce or commercial enterprises,196375394
ask,inquire about,195872583
relative,estimated by comparison; not absolute or complete,195697588
india,a republic in the Asian subcontinent in southern Asia; second most populous country in the world; achieved independence from the United Kingdom in 1947,195516939
technique,a practical method or art applied to some particular task,195335282
transfer,the act of moving something from one location to another,195223581
owner,(law) someone who owns (is legal possessor of) a business,195043269
resolution,a formal expression by a meeting; agreed to by a vote,194938877
referred,make reference to,194435566
estimate,judge tentatively or form an estimate of (quantities or time),194298094
heat,a form of energy that is transferred by a difference in temperature,194193985
plate,(baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score,194168399
mine,excavation in the earth from which ores and minerals are extracted,193947262
seem,give a certain impression or have a certain outward aspect,193757587
february,the month following January and preceding March,193636424
planning,an act of formulating a program for a definite course of action,193488708
provides,give something useful or necessary to,193405996
appropriate,suitable for a particular person or place or condition etc,193238008
steel,an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range,193190678
technical,of or relating to technique or proficiency in a practical skill,192919697
election,a vote to select the winner of a position or political office,192805068
truth,a fact that has been verified,191962632
reaction,(chemistry) a process in which one or more substances are changed into others,191756246
christian,relating to or characteristic of Christianity,191754465
sufficient,of a quantity that can fulfill a need or requirement but without being abundant,191713914
advantage,the quality of having a superior or more favorable position,191435101
green,of the color between blue and yellow in the color spectrum; similar to the color of fresh grass,191397225
affair,a vaguely specified concern,191321982
primary,of first rank or importance or value; direct and immediate rather than secondary,191288620
computer,a machine for performing calculations automatically,191267570
environment,the totality of surrounding conditions,191180447
brown,of a color similar to that of wood or earth,190992482
peace,the state prevailing during the absence of war,190783553
variety,a collection containing a variety of sorts of things,190773453
previous,(used especially of persons) of the immediate past,190554561
document,writing that provides information (especially information of an official nature),190551348
failure,an act that fails,190351778
kept,"keep in a certain state, position, or activity; e.g.,",190264640
wanted,feel or have a desire for; want strongly,190075364
looking,appearing to be as specified; usually used as combining forms,189960758
entire,constituting the full quantity or extent; complete,189935628
meaning,the message that is intended or expressed or signified,189768718
otherwise,in other respects or ways,189195656
music,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner,188984785
canada,a nation in northern North America; the French were the first Europeans to settle in mainland Canada,188152653
sum,a quantity of money,188117946
big,above average in size or number or quantity or magnitude or extent,187921031
hearing,(law) a proceeding (usually by a court) where evidence is taken for the purpose of determining an issue of fact and reaching a decision based on that evidence,187809164
balance,a state of equilibrium,187774179
key,metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated,187555574
strength,the property of being physically or mentally strong,187212627
forest,the trees and other plants in a large densely wooded area,187063713
mentioned,make reference to,187032395
vessel,a tube in which a body fluid circulates,186891413
prepared,made ready or fit or suitable beforehand,186647010
senate,assembly possessing high legislative powers,186563572
europe,the 2nd smallest continent (actually a vast peninsula of Eurasia); the British use `Europe' to refer to all of the continent except the British Isles,186347004
leader,a person who rules or guides or inspires others,186224541
component,an abstract part of something,186134610
conclusion,a position or opinion or judgment reached after consideration,186093146
difficulty,an effort that is inconvenient,185908573
allowed,make it possible through a specific action or lack of action for something to happen,185885379
charles,King of France from 1560 to 1574 whose reign was dominated by his mother Catherine de Medicis (1550-1574),185814493
doubt,the state of being unsure of something,185609392
directly,without deviation,185558635
investigation,an inquiry into unfamiliar or questionable activities,185480016
presence,the state of being present; current existence,185127903
concern,be relevant to,184864349
wish,hope for; have a wish,184850816
damage,inflict damage upon,184133947
determine,"establish after a calculation, investigation, experiment, survey, or study",184132158
file,record in a public office or in a court of law,184107815
coal,fossil fuel consisting of carbonized vegetable matter deposited in the Carboniferous period,184088654
add,"make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of",183904638
start,take the first step or steps in carrying out an action,183738665
deep,relatively deep or strong; affecting one deeply,183665683
instruction,a message describing how something is to be done,183530193
coming,of the relatively near future,183481412
index,a numerical scale used to compare variables with one another or with some reference number,183379665
net,remaining after all deductions,183291148
larger,large or big relative to something else,183228279
manager,someone who controls resources and expenditures,183147013
simply,and nothing more,182819992
seven,being one more than six,182659417
immediately,without delay or hesitation; with no time intervening,182546212
commissioner,a government administrator,182332102
bar,a room or establishment where alcoholic drinks are served over a counter,181854148
existing,having existence or being or actuality,181799782
senator,a member of a senate,181796313
learning,the cognitive process of acquiring skill or knowledge,181635718
clearly,without doubt or question,181398316
actual,presently existing in fact and not merely potential or possible,181288766
chicago,largest city in Illinois; a bustling Great Lakes port that extends 26 miles along the southwestern shoreline of Lake Michigan,181254546
born,brought into existence,181211344
earlier,earlier in time; previously,180800070
upper,higher in place or position,180743166
task,any piece of work that is undertaken or attempted,180664542
safety,the state of being certain that adverse effects will not be caused by some agent under defined conditions,180468976
park,a large area of land preserved in its natural state as public property,180452592
leaf,the main organ of photosynthesis and transpiration in higher plants,180402971
begin,take the first step or steps in carrying out an action,180280855
ago,in the past,180183147
issued,prepare and issue for public distribution or sale,180149491
professional,engaged in a profession or engaging in as a profession or means of livelihood,180119477
quantity,how much there is or how many there are of something that you can quantify,179880775
require,"require as useful, just, or proper",179727770
eight,being one more than seven,179629674
aspect,a distinct feature or element in a problem,179600255
concept,an abstract or general idea inferred or derived from specific instances,179569314
progress,gradual improvement or growth or development,179492015
statute,an act passed by a legislative body,179250819
expression,the feelings expressed on a person's face,179200283
economy,the system of production and distribution and consumption,179158446
sign,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),179017856
employed,having your services engaged for; or having a job especially one that pays wages or a salary,179003775
understanding,the cognitive condition of someone who understands,178230902
carry,"move while supporting, either in a vehicle or in one's hands or on one's body",178168694
actually,in actual fact,177951046
executive,a person responsible for the administration of a business,177390748
success,an event that accomplishes its intended purpose,177343451
engineering,the practical application of science to commerce or industry,177313404
continue,"continue a certain state, condition, or activity",177255595
film,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,177232249
formed,create (as an entity),177060305
observation,the act of making and recording a measurement,176887160
revenue,the entire amount of income before any deductions are made,176844643
responsibility,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,176739447
agricultural,relating to or used in or promoting agriculture or farming,176723299
entitled,qualified for by right according to law,176589926
color,a visual attribute of things that results from the light they emit or transmit or reflect,176510474
separate,independent; not united or joint,176452078
giving,the act of giving,176446051
stone,a lump or mass of hard consolidated mineral matter,176371095
ability,the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment,176167127
met,come together,175376872
rise,move upward,175277086
built,(used of soaps or cleaning agents) having a substance (an abrasive or filler) added to increase effectiveness,175249273
professor,someone who is a member of the faculty at a college or university,175094406
assistance,the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose,174811769
complex,complicated in structure; consisting of interconnected parts,174654656
round,having a circular shape,174482954
receive,get something; come into possession of,174347198
impact,the striking of one body against another,174334834
active,chemical agent capable of activity,174263877
horse,solid-hoofed herbivorous quadruped domesticated since prehistoric times,174042504
literature,creative writing of recognized artistic value,173582931
exercise,the activity of exerting your muscles in various ways to keep fit,173457162
profit,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses),173001366
lie,be located or situated somewhere; occupy a certain position,172585806
behavior,manner of acting or controlling yourself,172576376
instrument,a device that requires skill for proper use,171733265
concerned,feeling or showing worry or solicitude,171584703
ton,a United States unit of weight equivalent to 2000 pounds,171563764
argument,a fact or assertion offered as evidence that something is true,171031963
led,diode such that light emitted at a p-n junction is proportional to the bias current; color depends on the material used,170929794
engineer,a person who uses scientific knowledge to solve practical problems,170876756
smith,Rhodesian statesman who declared independence of Zimbabwe from Great Britain (born in 1919),170460670
independent,free from external control and constraint,170254238
fair,free from favoritism or self-interest or bias or deception; conforming with established standards or rules,170240204
reduced,made less in size or amount or degree,170136349
desire,the feeling that accompanies an unsatisfied state,170112915
follow,"to travel behind, go after, come after",170111526
compared,examine and note the similarities or differences of,169929207
talk,exchange thoughts; talk with,169888086
reached,"reach a destination, either real or abstract",169880024
sec,1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites,169803095
religious,concerned with sacred matters or religion or the church,169721126
railroad,line that is the commercial organization responsible for operating a system of transportation for trains that pull passengers or freight,169680187
considerable,large or relatively large in number or amount or extent or degree,169490805
electric,using or providing or producing or transmitting or operated by electricity,169380015
fish,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,169353954
southern,in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line,168756373
wage,something that remunerates,168588858
certainly,definitely or positively (`sure' is sometimes used informally for `surely'),168501898
lady,a polite name for any woman,168342601
apply,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,167938092
died,pass from physical life and lose all bodily attributes and functions necessary to sustain life,167547997
operating,involved in a kind of operation,167496364
includes,"have as a part, be made up out of",167444219
motor,machine that converts other forms of energy into mechanical energy and so imparts motion,167433239
maximum,the greatest or most complete or best possible,167327636
henry,a unit of inductance in which an induced electromotive force of one volt is produced when the current is varied at the rate of one ampere per second,167282400
defined,clearly characterized or delimited,167202624
none,not at all or in no way,166713943
forward,at or to or toward the front; ; ; ; (`forrad' and `forrard' are dialectal variations),166700726
constant,unvarying in nature,166361345
choice,the person or thing chosen or selected,166261544
mountain,a land mass that projects well above its surroundings; higher than a hill,165966966
location,a point or extent in space,165959982
purchase,obtain by purchase; acquire by means of a financial transaction,165937398
gold,coins made of gold,165620706
try,make an effort or attempt,165494893
news,information about recent and important events,165488257
formation,an arrangement of people or things acting as a unit,165369658
china,a communist nation that covers a vast territory in eastern Asia; the most populous country in the world,165274196
status,the relative position or standing of things or especially persons in a society,165013410
fully,to the greatest degree or extent; completely or entirely; (`full' in this sense is used as a combining form),164881583
daily,every day; without missing a day,164242094
network,an interconnected system of things or people,164053282
contribution,the part played by a person in bringing about a result,163753749
village,a community of people smaller than a town,163683523
railway,line that is the commercial organization responsible for operating a system of transportation for trains that pull passengers or freight,163616792
hall,an interior passage or corridor onto which rooms open,163475107
glass,a brittle transparent solid with irregular atomic structure,163446197
female,an animal that produces gametes (ova) that can be fertilized by male gametes (spermatozoa),163147461
covered,overlaid or spread or topped with or enclosed within something; sometimes used as a combining form,162712131
vehicle,a conveyance that transports people or objects,162466629
equation,a mathematical statement that two expressions are equal,161689855
adopted,acquired as your own by free choice,161373900
summer,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox,161129420
holding,the act of retaining something,161086778
fixed,(of a number) having a fixed and unchanging value,160823575
window,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,160821781
police,the force of policemen and officers,160764206
foundation,the basis on which something is grounded,160112172
appeared,give a certain impression or have a certain outward aspect,159925557
reduction,the act of decreasing or reducing something,159794383
game,a contest with rules to determine a winner,159766553
becomes,enter or assume a certain state or condition,159477172
moved,"change location; move, travel, or proceed, also metaphorically",159449921
bureau,an administrative unit of government,159425454
caused,"give rise to; cause to happen or occur, not always intentionally",159359685
male,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation,159334203
citizen,a native or naturalized member of a state or other political community,159153778
floor,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure)",159055102
concentration,the strength of a solution; number of molecules of a substance in a given volume,158928072
device,an instrumentality invented for a particular purpose,158869642
assembly,a group of machine parts that fit together to form a self-contained unit,158860244
store,a mercantile establishment for the retail sale of goods or services,158612774
vote,express one's preference for a candidate or for a measure or resolution; cast a vote,158382338
session,a meeting for execution of a group's functions,158089384
heavy,of comparatively great physical weight or density,158003623
permit,"consent to, give permission",157897914
neither,not either; not one or the other,157845613
variable,liable to or capable of change,157571873
square,(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon,157513409
measurement,the act or process of assigning numbers to phenomena according to a rule,157501287
assessment,the classification of someone or something with respect to its worth,157253112
access,the right to enter,157208144
pound,16 ounces avoirdupois,157188632
speed,distance travelled per unit time,156814243
environmental,of or relating to the external conditions or surroundings,156699772
dark,devoid of or deficient in light or brightness; shadowed or black,156473308
writer,writes (books or stories or articles or the like) professionally (for pay),156425470
port,a place (seaport or airport) where people and merchandise can enter or leave a country,156134384
cold,having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration,155981076
fear,an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight),155905770
hear,perceive (sound) via the auditory sense,155904044
governor,the head of a state government,155661072
assistant,a person who contributes to the fulfillment of a need or furtherance of an effort or purpose,155574635
crop,the yield from plants in a single growing season,155302744
allow,make it possible through a specific action or lack of action for something to happen,155258087
grade,a body of students who are taught together,155247082
debt,the state of owing something (especially money),155171358
employer,a person or firm that employs workers,155116242
paragraph,one of several distinct subdivisions of a text intended to separate ideas; the beginning is usually marked by a new indented line,155092797
defense,(military) military action or resources protecting a country against potential enemies,154965077
introduction,the act of beginning something new,154964686
write,produce a literary work,154864212
laboratory,a workplace for the conduct of scientific research,154771957
discussed,to consider or examine in speech or writing,154547531
started,take the first step or steps in carrying out an action,154450689
positive,characterized by or displaying affirmation or acceptance or certainty etc.,154402439
reader,a person who enjoys reading,154379166
export,sell or transfer abroad,154221596
germany,a republic in central Europe; split into East Germany and West Germany after World War II and reunited in 1990,154084365
internal,happening or arising or located within some limits or especially surface,154066928
reach,"reach a destination, either real or abstract",153703949
lack,the state of needing something that is absent or unavailable,153685018
educational,relating to the process of education,153633809
attack,launch an attack or assault on; begin hostilities or start warfare with,153485510
ready,completely prepared or in condition for immediate action or use or progress,153442987
historical,of or relating to the study of history,153380709
frequency,the number of occurrences within a given time period,153286909
miss,fail to perceive or to catch with the senses or the mind,153190893
belief,any cognitive content held as true,153139102
increasing,becoming greater or larger,152963536
yield,be the cause or source of,152813255
paul,United States feminist (1885-1977),152662710
scientific,of or relating to the practice of science,152598908
remain,stay the same; remain in a certain state,152588724
filed,record in a public office or in a court of law,152473927
designed,make or work out a plan for; devise,152386989
thereof,of or concerning this or that,152283920
dead,no longer having or seeming to have or expecting to have life,152063397
entered,to come or go into,151994440
noted,widely known and esteemed,151883979
showed,give an exhibition of to an interested audience,151865926
decided,"reach, make, or come to a decision about something",151660571
reserve,"hold back or set aside, especially for future use or contingency",151517284
essential,absolutely necessary; vitally necessary,151491909
tool,an implement used in the practice of a vocation,151360261
majority,the property resulting from being or relating to the greater in number of two parts; the main part,151195767
offered,"make available or accessible, provide or furnish",151067019
blue,of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky; - Helen Hunt Jackson,151004529
iv,the cardinal number that is the sum of three and one,150829997
arrangement,the thing arranged or agreed to,150800515
serious,concerned with work or important matters rather than play or trivialities,150475839
stop,"come to a halt, stop moving",150388938
raised,located or moved above the surround or above the normal position,150205152
witness,be a witness to,150085947
returned,"go or come back to place, condition, or activity where one has been before",149975517
concerning,be relevant to,149924547
definition,a concise explanation of the meaning of a word or phrase or symbol,149775245
consequence,a phenomenon that follows and is caused by some previous phenomenon,149297633
faith,a strong belief in a supernatural power or powers that control human destiny,149277466
ratio,the relative magnitudes of two quantities (usually expressed as a quotient),149276748
visit,"go to see a place, as for entertainment",149259037
quarter,one of four equal parts,149228929
sort,a category of things distinguished by some common characteristic or quality,149221641
transportation,a facility consisting of the means and equipment necessary for the movement of passengers or goods,149102848
whatever,one or some or every or all without specification,149080138
appointed,subject to appointment,148956610
teaching,the profession of a teacher,148785128
approved,established by authority; given authoritative approval,148720636
passage,the act of passing from one state or place to the next,148546658
map,a diagrammatic representation of the earth's surface (or part of it),148545292
practical,concerned with actual use or practice,148395611
injury,any physical damage to the body caused by violence or accident or fracture etc.,148376074
easily,with ease (`easy' is sometimes used informally for `easily'),148267062
northern,in or characteristic of a region of the United States north of (approximately) the Mason-Dixon line,148185585
objective,the goal intended to be attained (and which is believed to be attainable),148125311
recently,in the recent past,147894341
occur,come to pass,147890397
wave,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),147772034
centre,a low-lying region in central France,147749378
gentleman,a man of refinement,147467886
conduct,direct the course of; manage or control,147361508
constitution,law determining the fundamental political principles of a government,147335534
speech,the act of delivering a formal spoken communication to an audience,147208810
style,how something is done or how it happens,146922103
gone,destroyed or killed,146873807
created,make or cause to be or to become,146823156
forth,from a particular thing or place or position (`forth' is obsolete),146519303
advance,a movement forward,146517891
existence,the state or fact of existing,146489292
daughter,a female human offspring,146461158
agreed,be in accord; be in agreement,145948139
regular,in accordance with fixed order or procedure or principle,145846198
deposit,"put, fix, force, or implant",145824341
attorney,a professional person authorized to practice law; conducts lawsuits or gives legal advice,145795351
budget,a sum of money allocated for a particular purpose,145734480
highly,to a high degree or extent; favorably or with much respect,145727348
agriculture,a large-scale farming enterprise,145560165
circuit,an electrical device that provides a path for electrical current to flow,145536286
acre,a unit of area (4840 square yards) used in English-speaking countries,145522157
serve,"serve a purpose, role, or function",145507153
farmer,a person who operates a farm,145500937
husband,a married man; a woman's partner in marriage,145460160
selected,chosen in preference to another,145400877
initial,occurring at the beginning,145289250
comparison,the act of examining resemblances,145239848
minimum,the least possible,145196154
david,patron saint of Wales (circa 520-600),145144946
domestic,of concern to or concerning the internal affairs of a nation,144857079
goal,the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it,144678833
gain,obtain,144565138
check,"examine so as to determine accuracy, quality, or condition",144476386
religion,a strong belief in a supernatural power or powers that control human destiny,144292958
useful,being of use or service,144288192
contains,include or contain; have as a component,144246931
