lemma,definition,count
cartier,French explorer who explored the St. Lawrence river and laid claim to the region for France (1491-1557),1619
fresher,a first-year undergraduate,1619
bookcase,a piece of furniture with shelves for storing books,1619
venomous,extremely poisonous or injurious; producing venom,1618
dunkirk,a crisis in which a desperate effort is the only alternative to defeat,1618
precipice,a very steep cliff,1618
resentful,full of or marked by resentment or indignant ill will,1618
jittery,characterized by jerky movements,1618
inge,English prelate noted for his pessimistic sermons and articles (1860-1954),1617
blithe,lacking or showing a lack of due concern,1617
whopper,a gross untruth; a blatant lie,1616
prowling,move about in or as if in a predatory manner,1616
tet,the New Year in Vietnam; observed for three days after the first full moon after January 20th,1616
lioness,a female lion,1616
jacobi,German mathematician (1804-1851),1616
tinted,color lightly,1616
scissor,cut with or as if with scissors,1616
postage,the charge for mailing something,1616
indulged,give free rein to,1616
undesirable,not wanted,1615
constructing,make by combining materials and parts,1615
overlord,a person who has general authority over others,1615
christmastime,period extending from Dec. 24 to Jan. 6,1615
spoonful,as much as a spoon will hold,1614
halted,cause to stop,1614
haji,an Arabic term of respect for someone who has made the pilgrimage to Mecca,1614
xian,a city of central China; capital of ancient Chinese empire 221-206 BC,1613
affront,a deliberately offensive act or something producing the effect of deliberate disrespect,1613
renovating,restore to a previous or better condition,1613
conjured,"summon into action or bring into existence, often as if by magic",1613
undiscovered,not discovered,1613
maul,a heavy long-handled hammer used to drive stakes or wedges,1613
undivided,not parted by conflict of opinion,1613
decked,be beautiful to look at,1613
darkroom,a room in which photographs are developed,1613
goblet,a drinking glass with a base and stem,1612
blubber,cry or whine with snuffling,1612
leda,(Greek mythology) a queen of Sparta who was raped by Zeus who had taken the form of a swan; Helen of Troy was conceived in the rape of Leda,1611
feline,of or relating to cats,1611
unfounded,without a basis in reason or fact,1611
innuendo,an indirect (and usually malicious) implication,1611
sportsman,someone who engages in sports,1611
cosmopolitan,a sophisticated person who has travelled in many countries,1611
overdrive,drive or work too hard,1611
otherworldly,existing outside of or not in accordance with nature; -Aldous Huxley,1611
succubus,a female demon believed to have sexual intercourse with sleeping men,1611
bide,dwell,1611
jabbering,rapid and indistinct speech,1610
burlesque,a theatrical entertainment of broad and earthy humor; consists of comic skits and short turns (and sometimes striptease),1610
ungodly,characterized by iniquity; wicked because it is believed to be a sin,1609
lite,having relatively few calories,1609
teleportation,a hypothetical mode of instantaneous transportation; matter is dematerialized at one place and recreated at another,1608
suntan,a browning of the skin resulting from exposure to the rays of the sun,1608
dignitary,an important or influential (and often overbearing) person,1608
shortness,the property of being of short spatial extent,1608
alight,"to come to rest, settle",1608
tarnished,"make dirty or spotty, as by exposure to air; also used metaphorically",1608
couscous,a spicy dish that originated in northern Africa; consists of pasta steamed with a meat and vegetable stew,1608
influenza,an acute febrile highly contagious viral disease,1608
eyeliner,makeup applied to emphasize the shape of the eyes,1608
insertion,a message (spoken or written) that is introduced or inserted,1608
zit,a small inflamed elevation of the skin; a pustule or papule; common symptom in acne,1607
everglades,a large subtropical swamp in southern Florida that is noted for its wildlife,1607
hilltop,the peak of a hill,1607
shakti,the female or generative principle; wife of Siva and a benevolent form of Devi,1607
hastily,in a hurried or hasty manner,1606
adjutant,an officer who acts as military assistant to a more senior officer,1606
rationing,the act of rationing,1606
agility,the gracefulness of a person or animal that is quick and nimble,1606
modeled,resembling sculpture,1606
guggenheim,United States philanthropist; son of Meyer Guggenheim who created several foundations to support the arts (1861-1949),1606
scuffle,disorderly fighting,1606
indra,chief Hindu god of the Rig-Veda; god of rain and thunder,1605
boise,the capital and largest city of Idaho,1605
crosshairs,a center of interest,1605
maniacal,wildly disordered,1604
industrialist,someone who manages or has significant financial interest in an industrial enterprise,1604
philharmonic,composing or characteristic of an orchestral group,1604
vex,"cause annoyance in; disturb, especially by minor irritations",1604
toughen,make tough or tougher,1604
theorem,a proposition deducible from basic postulates,1604
bleached,having lost freshness or brilliance of color,1604
sharpening,make sharp or sharper,1604
retina,the innermost light-sensitive membrane covering the back wall of the eyeball; it is continuous with the optic nerve,1603
confesses,"confess to a punishable or reprehensible deed, usually under pressure",1603
parr,Queen of England as the 6th wife of Henry VIII (1512-1548),1603
galloway,a district in southwestern Scotland,1603
kandahar,a city in southern Afghanistan; an important trading center,1602
bandy,toss or strike a ball back and forth,1602
cypher,a mathematical element that when added to another number yields the same number,1602
incumbent,the official who holds an office,1602
chasm,a deep opening in the earth's surface,1601
jezebel,wife of Ahab who was king of Israel; according to the Old Testament she was a cruel immoral queen who fostered the worship of Baal and tried to kill Elijah and other prophets of Israel (9th century BC),1601
zenith,the point above the observer that is directly opposite the nadir on the imaginary sphere against which celestial bodies appear to be projected,1601
laughable,incongruous;inviting ridicule,1601
bylaw,a rule adopted by an organization in order to regulate its own affairs and the behavior of its members,1601
attest,"provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes",1601
splendidly,extremely well,1601
cootie,a parasitic louse that infests the body of human beings,1601
purification,the act of cleaning by getting rid of impurities,1600
infused,teach and impress by frequent repetitions or admonitions,1600
dishonesty,the quality of being dishonest,1600
israelite,a native or inhabitant of the ancient kingdom of Israel,1600
dabble,dip a foot or hand briefly into a liquid,1600
siphon,a tube running from the liquid in a vessel to a lower level outside the vessel so that atmospheric pressure forces the liquid through the tube,1600
wimbledon,a suburb of London and the headquarters of the club where annual international tennis championships are played on grass courts,1600
economically,with respect to economic science,1600
apologizes,acknowledge faults or shortcomings or failing,1600
childless,without offspring,1600
clarification,an interpretation that removes obstacles to understanding,1599
ornery,having a difficult and contrary disposition; - Dorothy Sayers,1599
bustle,move or cause to move energetically or busily,1599
amplify,"increase in size, volume or significance",1599
mcgraw,United States baseball player and manager (1873-1934),1599
trachea,membranous tube with cartilaginous rings that conveys inhaled air from the larynx to the bronchi,1598
undue,not yet payable,1598
semitic,a major branch of the Afro-Asiatic language family,1598
absinthe,aromatic herb of temperate Eurasia and North Africa having a bitter taste used in making the liqueur absinthe,1598
ardent,characterized by intense emotion,1598
strengthened,make strong or stronger,1598
bellboy,someone employed as an errand boy and luggage carrier around hotels,1597
freshwater,water that is not salty,1597
usefulness,the quality of being of practical use,1596
deviation,a variation that deviates from the standard or norm,1596
gait,the rate of moving (especially walking or running),1596
podcast,distribute (multimedia files) over the internet for playback on a mobile device or a personal computer,1596
uppercut,a swinging blow directed upward (especially at an opponent's chin),1596
pronunciation,the manner in which someone utters a word,1596
forefront,the part in the front or nearest the viewer,1596
billiards,any of several games played on rectangular cloth-covered table (with cushioned edges) in which long tapering cue sticks are used to propel ivory (or composition) balls,1596
computing,the branch of engineering science that studies (with the aid of computers) computable processes and structures,1596
penitent,(Roman Catholic Church) a person who repents for wrongdoing (a Roman Catholic may be admitted to penance under the direction of a confessor),1595
thrives,grow vigorously,1595
macgregor,Scottish clan leader and outlaw who was the subject of a 1817 novel by Sir Walter Scott (1671-1734),1595
fable,a deliberately false or improbable account,1595
dosed,treated with some kind of application,1594
coexist,"coexist peacefully, as of nations",1594
helplessness,powerlessness revealed by an inability to act,1594
wasteful,inefficient in use of time and effort and materials,1593
coursing,hunting with dogs (usually greyhounds) that are trained to chase game (such as hares) by sight instead of by scent,1593
croquet,a game in which players hit a wooden ball through a series of hoops; the winner is the first to traverse all the hoops and hit a peg,1592
pinning,a mutual promise of a couple not to date anyone else; on college campuses it was once signaled by the giving of a fraternity pin,1592
unafraid,oblivious of dangers or perils or calmly resolute in facing them,1592
skyline,the outline of objects seen against the sky,1592
christened,administer baptism to,1591
brisket,a cut of meat from the breast or lower chest especially of beef,1591
dinar,100 dinars equal 1 rial in Iran,1591
incomparable,such that comparison is impossible; unsuitable for comparison or lacking features that can be compared,1591
kooky,informal or slang terms for mentally irregular,1590
exercised,put to use,1590
rusk,slice of sweet raised bread baked again until it is brown and hard and crisp,1590
clergyman,a member of the clergy and a spiritual leader of the Christian Church,1590
continuance,the act of continuing an activity without interruption,1590
compressor,a mechanical device that compresses gasses,1590
butterfield,English architect who designed many churches (1814-1900),1590
rectory,an official residence provided by a church for its parson or vicar or rector,1589
bountiful,given or giving freely,1589
scouring,moving over territory to search for something,1588
reminisce,recall the past,1588
monogamous,(used of relationships and of individuals) having one mate,1588
aggravation,an exasperated feeling of annoyance,1588
rushmore,a mountain in the Black Hills of South Dakota; the likenesses of Washington and Jefferson and Lincoln and Roosevelt are carved on it,1588
lends,bestow a quality on,1588
guevara,an Argentine revolutionary leader who was Fidel Castro's chief lieutenant in the Cuban revolution; active in other Latin American countries; was captured and executed by the Bolivian army (1928-1967),1588
wolff,German anatomist (1733-1794),1587
competence,the quality of being adequately or well qualified physically and intellectually,1586
ambrosia,a mixture of nectar and pollen prepared by worker bees and fed to larvae,1586
caribou,Arctic deer with large antlers in both sexes; called `reindeer' in Eurasia and `caribou' in North America,1586
paraguay,a landlocked republic in south central South America; achieved independence from Spain in 1811,1586
woodhull,United States advocate of women's suffrage; in 1872 she was the first woman to run for the United States presidency (1838-1927),1586
screenwriter,someone who writes screenplays,1586
bumpkin,a person who is not very intelligent or interested in culture,1586
antiquated,make obsolete or old-fashioned,1585
tinder,material for starting a fire,1585
cagney,United States film actor known for his portrayals of tough characters (1899-1986),1585
themed,provide with a particular theme or motive,1585
pedicure,professional care for the feet and toenails,1585
granola,cereal made of especially rolled oats with dried fruits and nuts and honey or brown sugar,1584
withers,the highest part of the back at the base of the neck of various animals especially draft animals,1584
apathy,an absence of emotion or enthusiasm,1584
procured,get by special effort,1584
substantially,to a great extent or degree,1584
sponsoring,assume sponsorship of,1584
ladybug,small round bright-colored and spotted beetle that usually feeds on aphids and other insect pests,1584
unnamed,being or having an unknown or unnamed source,1584
daunting,cause to lose courage,1584
sidetracked,wander from a direct or straight course,1584
avoids,stay clear from; keep away from; keep out of the way of someone or something,1584
emcee,a person who acts as host at formal occasions (makes an introductory speech and introduces other speakers),1583
ganymede,(Greek mythology) a Trojan boy who was so beautiful that Zeus carried him away to serve as cupbearer to the gods,1583
sheath,a protective covering (as for a knife or sword),1583
horned,stab or pierce with a horn or tusk,1583
comte,French philosopher remembered as the founder of positivism; he also established sociology as a systematic field of study,1583
tt,(astronomy) a measure of time defined by Earth's orbital motion; terrestrial time is mean solar time corrected for the irregularities of the Earth's motions,1583
referral,a person whose case has been referred to a specialist or professional group,1583
tweeted,"make a weak, chirping sound",1583
esophagus,the passage between the pharynx and the stomach,1582
preceded,be earlier in time; go back further,1582
subconsciously,from the subconscious mind,1582
nutcracker,a compound lever used to crack nuts open,1582
alphabetical,relating to or expressed by a writing system that uses an alphabet,1582
symposium,a meeting or conference for the public discussion of some topic especially one in which the participants form an audience and make presentations,1582
ea,the Babylonian god of wisdom; son of Apsu and father of Marduk; counterpart of the Sumerian Enki; as one of the supreme triad including Anu and Bel he was assigned control of the watery element,1582
consenting,give an affirmative reply to; respond favorably to,1582
awry,turned or twisted toward one side; - G.K.Chesterton,1581
paused,interrupt temporarily an activity before continuing,1581
classification,the act of distributing things into classes or categories of the same type,1581
sluggish,moving slowly,1581
dissuade,turn away from by persuasion,1581
dazzled,"to cause someone to lose clear vision, especially from intense light",1581
quorum,a gathering of the minimal number of members of an organization to conduct business,1581
soulful,full of or expressing deep emotion,1581
esp,apparent power to perceive things that are not present to the senses,1581
nightshade,any of numerous shrubs or herbs or vines of the genus Solanum; most are poisonous though many bear edible fruit,1581
hobart,a port and state capital of Tasmania,1581
cranium,the part of the skull that encloses the brain,1581
embodiment,a new personification of a familiar idea,1581
zooming,move along very quickly,1580
flourished,grow vigorously,1580
warpath,hostile or belligerent mood,1580
angst,an acute but unspecific feeling of anxiety; usually reserved for philosophical anxiety about the world or about personal freedom,1580
protagonist,a person who backs a politician or a team etc.,1580
distinguishing,mark as different,1579
clapped,put quickly or forcibly,1579
skulking,evading duty or work by pretending to be incapacitated,1579
consecrated,appoint to a clerical posts,1578
twentieth,coming next after the nineteenth in position,1578
aditi,a Hindu goddess who releases from sin or disease; mother of the Adityas,1578
biter,someone who bites,1578
flowery,of or relating to or suggestive of flowers,1578
appraisal,the classification of someone or something with respect to its worth,1578
wallowing,"devote oneself entirely to something; indulge in to an immoderate degree, usually with pleasure",1578
decoded,convert code into ordinary language,1578
legitimacy,lawfulness by virtue of being authorized or in accordance with law,1578
dryden,the outstanding poet and dramatist of the Restoration (1631-1700),1578
depress,lower someone's spirits; make downhearted,1577
progeny,the immediate descendants of a person,1577
coffer,an ornamental sunken panel in a ceiling or dome,1577
kickoff,(football) a kick from the center of the field to start a football game or to resume it after a score,1577
thoracic,of or relating to the chest or thorax,1577
paralyze,make powerless and unable to function,1576
eradicated,kill in large numbers,1576
trashing,dispose of (something useless or old),1576
belvedere,densely branched Eurasian plant; foliage turns purple-red in autumn,1576
oahu,an island of central Hawaii (between Molokai and Kauai); the chief island of the state,1575
digitally,by means of the fingers,1575
musa,type genus of the Musaceae: bananas,1575
tunisia,a republic in northwestern Africa on the Mediterranean coast; achieved independence from France in 1956,1575
vividly,in a vivid manner,1575
goya,Spanish painter well known for his portraits and for his satires (1746-1828),1575
barracuda,any voracious marine fish of the genus Sphyraena having an elongated cylindrical body and large mouth with projecting lower jaw and long strong teeth,1574
renegotiate,negociate anew,1574
kinetic,relating to the motion of material bodies and the forces associated therewith,1573
impart,transmit (knowledge or skills),1573
padlock,a detachable lock; has a hinged shackle that can be passed through the staple of a hasp or the links in a chain and then snapped shut,1573
pleasantly,in a cheerful manner,1573
plaything,an artifact designed to be played with,1572
farmland,a rural area where farming is practiced,1572
stalemate,a situation in which no progress can be made or no advancement is possible,1572
patting,"pat or squeeze fondly or playfully, especially under the chin",1572
schoolhouse,a building where young people receive education,1572
trolling,angling by drawing a baited line through the water,1571
castrate,a man who has been castrated and is incapable of reproduction,1571
breech,opening in the rear of the barrel of a gun where bullets can be loaded,1571
trending,turn sharply; change direction abruptly,1571
gruel,a thin porridge (usually oatmeal or cornmeal),1571
jeopardizing,pose a threat to; present a danger to,1571
celebratory,used for celebrating,1571
transgression,the act of transgressing; the violation of a law or a duty or moral principle,1571
respite,a (temporary) relief from harm or discomfort,1570
finalized,make final; put the last touches on; put into final form,1570
kayo,a blow that renders the opponent unconscious,1570
soiree,a party of people assembled in the evening (usually at a private house),1569
improvisation,a creation spoken or written or composed extemporaneously (without prior preparation),1569
tangier,a city of northern Morocco at the west end of the Strait of Gibraltar,1569
paisley,a soft wool fabric with a colorful swirled pattern of curved shapes,1569
varnish,"a coating that provides a hard, lustrous, transparent finish to a surface",1569
blacklisted,put on a blacklist so as to banish or cause to be boycotted,1568
bavarian,a native or an inhabitant of Bavaria,1568
doi,the United States federal department charged with conservation and the development of natural resources; created in 1849,1568
propelled,cause to move forward with force,1568
protested,utter words of protest,1567
unjustly,in an unjust manner,1567
pane,sheet glass cut in shapes for windows or doors,1567
tackling,accept as a challenge,1567
dispenser,a container so designed that the contents can be used in prescribed amounts,1567
kendal,"a green dye, often used to color cloth, which is obtained from the woad plant",1566
stagger,walk as if unable to control one's movements,1566
mantel,shelf that projects from wall above fireplace,1566
antsy,nervous and unable to relax,1566
irritation,the psychological state of being irritated or annoyed,1566
forklift,a small industrial vehicle with a power operated forked platform in front that can be inserted under loads to lift and move them,1566
striptease,a performer who provides erotic entertainment by undressing to music,1566
unscrupulous,without scruples or principles,1565
counterfeiting,make a copy of with the intent to deceive,1565
shipwrecked,ruin utterly,1565
likeable,(of characters in literature or drama) evoking empathic or sympathetic feelings,1565
markov,Russian mathematician (1856-1922),1565
objectivity,judgment based on observable phenomena and uninfluenced by emotions or personal prejudices,1565
nuremberg,a city in southeastern Germany; site of Allied trials of Nazi war criminals (1945-46),1565
prussia,a former kingdom in north-central Europe including present-day northern Germany and northern Poland,1564
pancreatic,of or involving the pancreas,1564
straggler,someone who strays or falls behind,1564
deter,try to prevent; show opposition to,1564
bolder,fearless and daring,1564
infusion,a solution obtained by steeping or soaking a substance (usually in water),1563
bulging,curving or bulging outward,1563
pester,annoy persistently,1563
prelude,something that serves as a preceding event or introduces what follows,1563
exceeding,be greater in scope or size than some standard,1563
ideological,of or pertaining to or characteristic of an orientation that characterizes the thinking of a group or nation,1562
catwalk,narrow platform extending out into an auditorium,1562
searing,make very hot and dry,1562
taiwanese,a native or inhabitant of Taiwan,1562
shoreline,a boundary line between land and water,1562
renovated,restore to a previous or better condition,1562
infuriating,extremely annoying or displeasing,1561
tach,measuring instrument for indicating speed of rotation,1561
soapy,resembling or having the qualities of soap,1561
cockney,a native of the east end of London,1561
haddock,lean white flesh of fish similar to but smaller than cod; usually baked or poached or as fillets sauteed or fried,1561
fattening,subject to or used in the process of finishing or fattening up for slaughter,1561
hokey,effusively or insincerely emotional,1560
balkan,an inhabitant of the Balkan Peninsula,1560
pitchfork,a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay,1560
adequately,in an adequate manner or to an adequate degree,1560
saladin,sultan of Syria and Egypt; reconquered Jerusalem from the Christians in 1187 but was defeated by Richard Coeur de Lion in 1191 (1137-1193),1560
doping,take drugs to improve one's athletic performance,1560
doubtless,without doubt; certainly,1560
schnitzel,deep-fried breaded veal cutlets,1560
securely,in a secure manner; in a manner free from danger,1560
portsmouth,a port city in southeastern Virginia on the Elizabeth River opposite Norfolk; naval base; shipyards,1560
hugger,a person who hugs,1560
weakens,lessen the strength of,1560
indicative,a mood (grammatically unmarked) that represents the act or state as an objective fact,1560
corresponds,"be compatible, similar or consistent; coincide in their characteristics",1559
incurred,make oneself subject to; bring upon oneself; become liable to,1559
viscount,(in various countries) a son or younger brother or a count,1559
buckled,fasten with a buckle or buckles,1559
imago,(psychoanalysis) an idealized image of someone (usually a parent) formed in childhood,1559
teacup,as much as a teacup will hold,1558
befitting,accord or comport with,1558
implosion,a sudden inward collapse,1558
outlined,showing clearly the outline or profile or boundary,1558
dotty,informal or slang terms for mentally irregular,1558
waver,pause or hold back in uncertainty or unwillingness,1558
inaccessible,capable of being reached only with great difficulty or not at all,1558
conveyor,a person who conveys (carries or transmits),1558
yolk,the yellow spherical part of an egg that is surrounded by the albumen,1558
webcam,a digital camera designed to take digital photographs and transmit them over the internet,1558
mikado,the emperor of Japan; when regarded as a religious leader the emperor is called tenno,1557
superfluous,serving no useful purpose; having no excuse for being,1557
revision,the act of revising or altering (involving reconsideration and modification),1557
persuading,win approval or support for,1556
bigot,a prejudiced person who is intolerant of any opinions differing from his own,1556
raking,move through with or as if with a rake,1555
pounder,(used only in combination) something weighing a given number of pounds,1555
pushkin,Russian poet (1799-1837),1555
receptor,a cellular structure that is postulated to exist in order to mediate between a chemical agent that acts on nervous tissue and the physiological response,1555
westerner,an inhabitant of a western area; especially of the U.S.,1555
apprised,inform (somebody) of something,1555
embargo,a government order imposing a trade barrier,1555
minsk,the capital of Belarus and of the Commonwealth of Independent States,1554
spewing,expel or eject (saliva or phlegm or sputum) from the mouth,1554
strudel,thin sheet of filled dough rolled and baked,1554
cautiously,as if with kid gloves; with caution or prudence or tact,1554
larynx,a cartilaginous structure at the top of the trachea; contains elastic vocal cords that are the source of the vocal tone in speech,1554
manta,a blanket that is used as a cloak or shawl,1553
tannoy,a loudspeaker,1553
gripped,hold fast or firmly,1553
joyride,a ride in a car taken solely for pleasure,1553
proactive,descriptive of any event or stimulus or process that has an effect on events or stimuli or processes that occur subsequently,1553
finalize,make final; put the last touches on; put into final form,1553
affirm,establish or strengthen as with new evidence or facts,1553
enriched,make better or improve in quality,1553
disown,prevent deliberately (as by making a will) from inheriting,1553
advisement,careful consideration,1552
heifer,young cow,1552
profanity,vulgar or irreverent speech or action,1552
clothe,provide with clothes or put clothes on,1552
blindsided,"catch unawares, especially with harmful consequences",1552
knut,"king of Denmark and Norway who forced Edmund II to divide England with him; on the death of Edmund II, Canute became king of all England (994-1035)",1552
overcoming,win a victory over,1552
mourned,feel sadness,1552
boudoir,a lady's bedroom or private sitting room,1552
harpy,a malicious woman with a fierce temper,1552
disowned,prevent deliberately (as by making a will) from inheriting,1551
toxicity,the degree to which something is poisonous,1551
pei,United States architect (born in China in 1917),1551
marxist,following the ideas of Marx and Engels,1551
wheeling,a city in the northern panhandle of West Virginia on the Ohio river,1551
parody,"a composition that imitates or misrepresents somebody's style, usually in a humorous way",1551
macedonia,landlocked republic on the Balkan Peninsula; achieved independence from Yugoslavia in 1991,1551
royally,in a royal manner,1551
wooing,a man's courting of a woman; seeking the affections of a woman (usually with the hope of marriage),1550
planetarium,a building housing an instrument for projecting the positions of the planets onto a domed ceiling,1550
manifold,a pipe that has several lateral outlets to or from other pipes,1550
avid,(often followed by `for') ardently or excessively desirous,1550
grading,the act of arranging in a graduated series,1550
qualifying,the grammatical relation that exists when a word qualifies the meaning of the phrase,1550
inger,a member of western Finnish people formerly living in the Baltic province where Saint Petersburg was built,1550
rescheduled,assign a new time and place for an event,1550
walkman,(trademark) a pocket-sized stereo system with light weight earphones,1550
festering,(medicine) the formation of morbific matter in an abscess or a vesicle and the discharge of pus,1550
parliamentary,relating to or having the nature of a parliament,1549
refueling,the activity of supplying or taking on fuel,1549
playfully,in a playful manner,1549
isolde,(Middle Ages) the bride of the king of Cornwall who (according to legend) fell in love with the king's nephew (Tristan) after they mistakenly drank a love potion that left them eternally in love with each other,1549
clinch,secure or fasten by flattening the ends of nails or bolts,1548
spawned,call forth,1548
eugenia,tropical trees and shrubs with aromatic leaves and often valuable hard wood,1548
belligerent,characteristic of an enemy or one eager to fight,1548
ashe,United States tennis player who was the first Black to win United States and English singles championships (1943-1993),1548
bionic,of or relating to bionics,1548
tylenol,"an analgesic for mild pain but not for inflammation; also used as an antipyretic; (Datril, Tylenol, Panadol, Phenaphen, Tempra, and Anacin III are trademarks of brands of acetaminophen tablets)",1548
veranda,a porch along the outside of a building (sometimes partly enclosed),1547
prentice,works for an expert to learn a trade,1547
yuppie,a young upwardly mobile professional individual; a well-paid middle-class professional who works in a city and has a luxurious life style,1547
fes,a city in north central Morocco; religious center,1547
unselfish,disregarding your own advantages and welfare over those of others,1547
klaxon,a kind of loud horn formerly used on motor vehicles,1547
calibrated,make fine adjustments or divide into marked intervals for optimal measuring,1547
gp,a physician who is not a specialist but treats all illnesses,1546
advert,a public promotion of some product or service,1546
overdid,do something to an excessive degree,1546
tandem,an arrangement of two or more objects or persons one behind another,1546
zilch,a quantity of no importance,1546
insistence,continual and persistent demands,1546
motherless,having no living or known mother,1546
pocketbook,your personal financial means,1546
impudence,an impudent statement,1546
proust,French novelist (1871-1922),1546
flan,open pastry filled with fruit or custard,1545
bangladesh,a Muslim republic in southern Asia bordered by India to the north and west and east and the Bay of Bengal to the south; formerly part of India and then part of Pakistan; it achieved independence in 1971,1545
gomorrah,(Old Testament) an ancient city near the Dead Sea that (along with Sodom) was destroyed by God for the vice and depravity of its inhabitants,1545
designation,identifying word or words by which someone or something is called and classified or distinguished from others,1545
inefficient,not producing desired results; wasteful,1545
deliberation,(usually plural) discussion of all sides of a question,1545
shrug,raise one's shoulders to indicate indifference or resignation,1544
grog,rum cut with water,1544
abundantly,in an abundant manner,1544
shrouded,cover as if with a shroud,1544
prouder,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride,1544
pave,a setting with precious stones so closely set that no metal shows,1543
lye,a strong solution of sodium or potassium hydroxide,1543
whaling,hunt for whales,1543
irreparable,"impossible to repair, rectify, or amend",1543
incursion,the act of entering some territory or domain (often in large numbers),1543
exhibiting,"show an attribute, property, knowledge, or skill",1543
aortic,of or relating to the aorta,1543
autonomy,immunity from arbitrary exercise of authority: political independence,1543
departmental,of or relating to a department,1542
tinkering,"do random, unplanned work or activities or spend time idly",1542
lyrical,suitable for or suggestive of singing,1542
flounder,walk with great difficulty,1542
workaholic,person with a compulsive need to work,1541
parishioner,a member of a parish,1541
nourish,provide with nourishment,1541
assimilate,take up mentally,1541
inflicting,impose something unpleasant,1541
hurled,throw forcefully,1540
headband,a band worn around or over the head,1540
overstepped,pass beyond (limits or boundaries),1540
pesto,a sauce typically served with pasta; contains crushed basil leaves and garlic and pine nuts and Parmesan cheese in olive oil,1540
cumberland,English general; son of George II; fought unsuccessfully in the battle of Fontenoy (1721-1765),1540
mediation,a negotiation to resolve differences that is conducted by some impartial party,1540
cul,a passage with access only at one end,1540
swig,a large and hurried swallow,1540
hertz,the unit of frequency; one hertz has a periodic interval of one second,1540
patriarch,title for the heads of the Eastern Orthodox Churches (in Istanbul and Alexandria and Moscow and Jerusalem),1539
coleslaw,basically shredded cabbage,1539
renounced,"give up, such as power, as of monarchs and emperors, or duties and obligations",1539
decently,in a decent manner,1539
systolic,of or relating to a systole or happening during a systole,1539
geordie,a native of Newcastle-upon-Tyne,1538
uneventful,marked by no noteworthy or significant events,1538
fixture,an object firmly fixed in place (especially in a household),1538
fanatical,marked by excessive enthusiasm for and intense devotion to a cause or idea,1538
footwear,clothing worn on a person's feet,1537
mathematically,with respect to mathematics,1537
pullman,luxurious passenger car; for day or night travel,1537
newsroom,the staff of a newspaper or the news department of a periodical,1537
combatant,engaging in or ready for combat,1537
obliterate,"mark for deletion, rub off, or erase",1537
dyer,someone whose job is to dye cloth,1536
phosphorus,a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms,1536
weevil,any of several families of mostly small beetles that feed on plants and plant products; especially snout beetles and seed beetles,1536
doppler,Austrian physicist famous for his discovery of the Doppler effect (1803-1853),1536
overheated,heated beyond a safe or desirable point,1535
pleads,appeal or request earnestly,1535
supple,make pliant and flexible,1535
molded,"form in clay, wax, etc",1535
typist,someone paid to operate a typewriter,1535
dilation,a lengthy discussion (spoken or written) on a particular topic,1535
gawking,look with amazement; look stupidly,1534
pariah,a person who is rejected (from society or home),1534
indignation,a feeling of righteous anger,1534
illuminated,make lighter or brighter,1534
butterscotch,a hard brittle candy made with butter and brown sugar,1533
ankara,the capital of Turkey; located in west-central Turkey; it was formerly known as Angora and is the home of Angora goats,1533
skirmish,a minor short-term fight,1533
dogging,relentless and indefatigable in pursuit or as if in pursuit,1533
boosting,increase,1533
dimwit,a stupid incompetent person,1533
collie,a silky-coated sheepdog with a long ruff and long narrow head developed in Scotland,1533
redeemer,a teacher and prophet born in Bethlehem and active in Nazareth; his life and sermons form the basis for Christianity (circa 4 BC - AD 29),1533
analysed,consider in detail and subject to an analysis in order to discover essential features or meaning,1533
penchant,a strong liking,1533
enticing,provoke someone to do something through (often false or exaggerated) promises or persuasion,1532
clique,an exclusive circle of people with a common purpose,1532
restitution,a sum of money paid in compensation for loss or injury,1532
goulash,a rich meat stew highly seasoned with paprika,1532
sift,move as if through a sieve,1532
swastika,the official emblem of the Nazi Party and the Third Reich; a cross with the arms bent at right angles in a clockwise direction,1532
foliage,the main organ of photosynthesis and transpiration in higher plants,1532
nymph,(classical mythology) a minor nature goddess usually depicted as a beautiful maiden,1532
sideburn,facial hair that has grown down the side of a man's face in front of the ears (especially when the rest of the beard is shaved off),1531
existent,having existence or being or actuality,1531
hitchhike,travel by getting free rides from motorists,1531
regency,the period of time during which a regent governs,1531
elude,"escape, either physically or mentally",1531
zest,vigorous and enthusiastic enjoyment,1531
unanimously,of one mind; without dissent,1531
disintegrated,break into parts or components or lose cohesion or unity,1531
madras,a state in southeastern India on the Bay of Bengal (south of Andhra Pradesh); formerly Madras,1531
tiller,a shoot that sprouts from the base of a grass,1531
feudal,of or relating to or characteristic of feudalism,1530
loopy,consisting of or covered with or having loops,1530
quaker,a member of the Religious Society of Friends founded by George Fox (the Friends have never called themselves Quakers),1530
prevails,"be larger in number, quantity, power, status or importance",1530
boatman,someone who drives or rides in a boat,1530
backwater,a body of water that was created by a flood or tide or by being held or forced back by a dam,1529
anaesthetic,a drug that causes temporary loss of bodily sensations,1528
