lemma,definition,count
similar,marked by correspondence or resemblance,119150817
radio,medium for communication,119144598
council,a body serving in an administrative capacity,118875527
owner,(law) someone who owns (is legal possessor of) a business,118769765
president,an executive officer of a firm or corporation,118735339
kid,a young person of either sex,118614823
career,the particular occupation for which you are trained,118593195
added,"make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of",118410414
drug,a substance that is used as a medicine or narcotic,118251576
trade,the commercial exchange (buying and selling on domestic or international markets) of goods and services,117975699
listed,on a list,117951402
welcome,accept gladly,117858320
learning,the cognitive process of acquiring skill or knowledge,117846796
land,the land on which real estate is located,117024112
ship,a vessel that carries passengers or freight,117014901
bill,a statute in draft before it becomes law,116742982
publication,a copy of a printed work offered for distribution,116701370
popular,"regarded with great favor, approval, or affection especially by the general public",116495721
original,preceding all others in time or being as first made or performed,116352708
mar,make imperfect,115996028
toy,an artifact designed to be played with,115637628
purpose,an anticipated outcome that is intended or that guides your planned actions,115538242
answer,react verbally,115450340
mark,attach a tag or label to,115354576
environment,the totality of surrounding conditions,115290861
song,a short musical composition with words,115104724
specific,(sometimes followed by `to') applying to or characterized by or distinguishing something particular or special or unique,115025683
facility,a building or place that provides a particular service or is used for a particular industry,114644770
position,the particular portion of space occupied by something,114461372
district,a region marked off for administrative or other purposes,114432328
beach,an area of sand sloping down to the water of a sea or lake,114305337
figure,a diagram or picture illustrating textual material,114181526
self,your consciousness of your own identity,113959886
central,serving as an essential component,113871303
force,"to cause to do through pressure or necessity, by physical, moral or intellectual means :",113500318
talk,exchange thoughts; talk with,113335003
close,at or within a short distance in space or time or having elements near each other,113187482
green,of the color between blue and yellow in the color spectrum; similar to the color of fresh grass,112931891
away,from a particular thing or place or position (`forth' is obsolete),112837472
calendar,a system of timekeeping that defines the beginning and length and divisions of the year,112792109
tour,a journey or route all the way around a particular place or area,112659495
pic,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,112534153
client,a person who seeks the advice of a lawyer,112468311
includes,"have as a part, be made up out of",112466751
natural,in accordance with nature; relating to or concerning nature,112420500
australia,"a nation occupying the whole of the Australian continent; Aboriginal tribes are thought to have migrated from southeastern Asia 20,000 years ago; first Europeans were British convicts sent there as a penal colony",112320085
manager,someone who controls resources and expenditures,112198520
boy,a youthful male person,112181153
partner,a person's partner in marriage,112117805
entertainment,an activity that is diverting and that holds the attention,111878143
least,used to form the superlative,111229798
centre,a low-lying region in central France,111168888
safety,the state of being certain that adverse effects will not be caused by some agent under defined conditions,111147686
meet,come together,111036271
pro,in favor of (an action or proposal etc.),110960386
risk,expose to a chance of loss or damage,110691904
award,a grant made by a law court,110625827
sure,having or feeling no doubt or uncertainty; confident and assured,110528740
marketing,the exchange of goods for an agreed sum of money,109642463
david,patron saint of Wales (circa 520-600),109623852
updated,modernize or bring up to date,109504766
able,(usually followed by `to') having the necessary means or skill or know-how or authority to do something,109389038
provides,give something useful or necessary to,109213691
fun,activities that are enjoyable or amusing,108449399
due,owed and payable immediately or on demand,108366874
already,prior to a specified or implied time,108324565
response,a result,107985680
letter,a written message addressed to a person or organization,107978620
rock,a lump or mass of hard consolidated mineral matter,107915971
feb,the month following January and preceding March,107846384
gold,coins made of gold,107830975
production,the act or process of producing something,107789010
several,considered individually,107589584
parent,a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian,107552534
machine,any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks,107452209
sep,the month following August and preceding October,107316035
living,the experience of being alive; the course of human events and activities,107270041
france,a republic in western Europe; the largest country wholly in Europe,107251893
bar,a room or establishment where alcoholic drinks are served over a counter,107049514
called,assign a specified (usually proper) proper name to,106978150
average,approximating the statistical norm or average or expected value,106850389
restaurant,a building where people go to eat,106834637
agent,an active and efficient cause; capable of producing a certain effect,106654961
url,the address of a web page on the world wide web,106625134
ask,inquire about,106400213
daily,every day; without missing a day,106371163
limited,small in range or scope,106209321
powered,supply the force or power for the functioning of,106119933
domain,a particular environment or walk of life,106078680
copy,a reproduction of a written record (e.g. of a legal or school record),106006524
past,the time that has elapsed,105792512
dog,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,105671993
kind,a category of things distinguished by some common characteristic or quality,104902454
five,being one more than four,104599560
auto,a motor vehicle with four wheels; usually propelled by an internal combustion engine,104498379
electronics,the branch of physics that deals with the emission and effects of electrons and with the use of electronic devices,104230315
discount,bar from attention or consideration,104175504
feel,undergo an emotional sensation or be in a particular state of mind,104136684
reading,the cognitive process of understanding a written linguistic message,103968124
final,occurring at or forming an end or termination,103909389
planning,an act of formulating a program for a definite course of action,103878661
town,an urban area with a fixed boundary that is smaller than a city,103816479
increase,become bigger or greater in amount,103782418
object,a tangible and visible entity; an entity that can cast a shadow,103664426
weather,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,103615426
heart,the locus of feelings and intuitions,103511284
engine,motor that converts thermal energy to mechanical work,103244648
finance,obtain or provide money for,103202123
technical,of or relating to technique or proficiency in a practical skill,102905930
front,the side that is forward or prominent,102871721
done,having finished or arrived at completion,102812628
printer,someone whose occupation is printing,102798248
treatment,care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury),102343256
decision,the act of making up your mind about something,102327643
direct,direct in spatial dimensions; proceeding without deviation or interruption; straight and short,102234090
bit,a small piece or quantity of something,102061114
album,one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc,102035347
reason,a rational motive for a belief or action,101752538
employee,a worker who is hired to perform a job,101243780
patient,a person who requires medical care,101216785
nude,a painting of a naked human figure,100697926
chapter,a subdivision of a written work; usually numbered and titled,100697284
eye,the organ of sight,100663991
aug,the month following July and preceding September,100502612
ever,at any time,100264634
downloads,transfer a file or program from a central computer to a smaller computer or to a computer at a remote location,100237452
lake,a body of (usually fresh) water surrounded by land,100188948
hit,cause to move by striking,100072907
early,at or near the beginning of a period of time or course of events or before the usual or expected time,100013194
lyric,the text of a popular song or musical-comedy number,99550009
bid,propose a payment,99360541
third,coming next after the second and just before the fourth in position,99145205
either,after a negative statement used as an intensive meaning something like `likewise' or `also',99143011
purchase,obtain by purchase; acquire by means of a financial transaction,99102175
ago,in the past,98839705
lead,take somebody somewhere,98832739
fall,descend in free fall under the influence of gravity,98714623
sample,a small part of something intended as representative of the whole,98647115
apr,the month following March and preceding May,98606584
device,an instrumentality invented for a particular purpose,98433361
church,one of the groups of Christians who have their own beliefs and forms of worship,98094661
written,set down in writing in any of various ways,98056850
loss,something that is lost,97988978
federal,national; especially in reference to the government of the United States as distinct from that of its member units,97896112
face,the front of the human head from the forehead to the chin and ear to ear,97858832
teacher,a person whose occupation is teaching,97835227
hosting,be the host of or for,97747750
foot,the part of the leg of a human being below the ankle joint,97638779
turn,"change orientation or direction, also in the abstract sense",97589879
port,a place (seaport or airport) where people and merchandise can enter or leave a country,97223577
basic,pertaining to or constituting a base or basis,97156959
shoe,footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material,97098038
cheap,relatively low in price or charging low prices,97049762
weight,the vertical force exerted by a mass as a result of gravity,97000327
matter,a vaguely specified concern,96529766
true,consistent with fact or reality; not false; ; - B. Russell,96287961
europe,the 2nd smallest continent (actually a vast peninsula of Eurasia); the British use `Europe' to refer to all of the continent except the British Isles,95460601
tech,a school teaching mechanical and industrial arts and the applied sciences,95267334
spring,the season of growth,95243232
degree,a position on a scale of intensity or amount or quality,95120952
plus,a useful or valuable quality,95006235
license,a legal document giving official permission to do something,94769063
component,an abstract part of something,94717090
king,a male sovereign; ruler of a kingdom,94705497
lesbian,a female homosexual,94638048
usually,under normal conditions,94477370
death,the event of dying or departure from life,94459595
percent,a proportion in relation to a whole (which is usually the amount per hundred),94322095
edit,"prepare for publication or presentation by correcting, revising, or adapting",94159529
together,in contact with each other or in proximity,94113765
commercial,connected with or engaged in or sponsored by or used in commerce or commercial enterprises,94093025
fast,acting or moving or capable of acting or moving quickly,94085779
strategy,an elaborate and systematic plan of action,94031020
en,half the width of an em,93520919
getting,the act of acquiring something,93506861
global,involving the entire earth; not limited or provincial in scope,93450595
cable,a telegram sent abroad,93394229
charge,an impetuous rush toward someone or something,93253122
economic,"of or relating to an economy, the system of production and management of material wealth",93044306
sort,a category of things distinguished by some common characteristic or quality,92991770
structure,a thing constructed; a complex entity constructed of many parts,92656608
often,many times at short intervals,92551460
subscribe,"offer to buy, as of stocks and shares",92456246
submit,refer for judgment or consideration,92431559
score,a number or letter indicating quality (especially of a student's performance),92333020
favorite,something regarded with special favor or liking,92246870
manufacturer,a business engaged in manufacturing some product,92198621
germany,a republic in central Europe; split into East Germany and West Germany after World War II and reunited in 1990,92172840
included,"have as a part, be made up out of",92002729
though,(postpositive) however,91905891
flower,a plant cultivated for its blooms or blossoms,91739515
oil,a slippery or viscous liquid or liquefiable substance not miscible with water,91718585
casino,a public building for gambling and entertainment,91376885
vehicle,a conveyance that transports people or objects,91333573
various,of many different kinds purposefully arranged but lacking any uniformity,91156139
contract,a binding agreement between two or more persons that is enforceable by law,90991556
mortgage,a conditional conveyance of property as security for the repayment of a loan,90876232
linux,an open-source version of the UNIX operating system,90868457
character,an imaginary person represented in a work of fiction (play or film or story),90807158
channel,a path over which electrical signals can pass,90778849
base,use as a basis for; found on,90558043
james,a Stuart king of Scotland who married a daughter of Henry VII; when England and France went to war in 1513 he invaded England and died in defeat at Flodden (1473-1513),90535679
vote,express one's preference for a candidate or for a measure or resolution; cast a vote,90446691
construction,the act of constructing something,90302134
fire,the event of something burning (often destructive),90252608
advertising,a public promotion of some product or service,90210309
clear,readily apparent to the mind,90182619
protection,the activity of protecting someone or something,90095749
speed,distance travelled per unit time,90095302
river,a large natural stream of water (larger than a creek),90083055
received,get something; come into possession of,90037485
choose,"pick out, select, or choose from a number of alternatives",90010174
knowledge,the psychological result of perception and learning and reasoning,89879571
hill,a local and well-defined elevation of the land,89778616
consumer,a person who uses goods or services,89658819
band,an unofficial association of people or groups,89411439
plant,buildings for carrying on industrial labor,89185432
opinion,a personal belief or judgment that is not founded on proof or certainty,89173988
beauty,the qualities that give pleasure to the senses,89162366
currently,at this time or period; now,89075990
cause,"give rise to; cause to happen or occur, not always intentionally",89055065
michael,(Old Testament) the guardian archangel of the Jews,89053413
writing,the act of creating written works,88982917
registered,record in writing; enter into a book of names or events or transactions,88506935
season,a period of the year marked by special events or activities in some field,88480815
setting,the context and environment in which something is set,88410159
golf,a game played on a large open course with 9 or 18 holes; the object is use as few strokes as possible in playing all the holes,88370813
receive,get something; come into possession of,88328938
editor,a person responsible for the editorial aspects of publication; the person who determines the final content of a text (especially of a newspaper or magazine),88158562
screen,a white or silvered surface where pictures can be projected for viewing,87983541
investment,the act of investing; laying out money or capital in an enterprise with the expectation of profit,87906570
logo,a company emblem or device,87896206
choice,the person or thing chosen or selected,87774404
wide,having great (or a certain) extent from one side to the other,87661475
graphic,written or drawn or engraved,87561960
station,a facility equipped with special equipment and personnel for a particular purpose,87492860
india,a republic in the Asian subcontinent in southern Asia; second most populous country in the world; achieved independence from the United Kingdom in 1947,87479960
half,one of two equal parts of a divisible whole,87382264
friday,the sixth day of the week; the fifth working day,87372497
skill,an ability that has been acquired by training,87218674
taken,understood in a certain way; made sense of,87019836
tree,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,87001068
stop,"come to a halt, stop moving",86868060
role,the actions and activities assigned to or required or expected of a person or group,86860509
known,apprehended with certainty,86395556
exchange,chemical process in which one atom or ion or group changes places with another,86303087
chat,talk socially without exchanging too much information,86292052
stay,stay the same; remain in a certain state,86241601
paul,United States feminist (1885-1977),86127852
engineering,the practical application of science to commerce or industry,85964618
move,"change location; move, travel, or proceed, also metaphorically",85902141
summary,a brief statement that presents the main points in a concise form,85857419
florida,a state in southeastern United States between the Atlantic and the Gulf of Mexico; one of the Confederate states during the American Civil War,85814520
reader,a person who enjoys reading,85800351
annual,completing its life cycle within a year,85785140
simple,having few parts; not complex or complicated or involved,85761220
quick,accomplished rapidly and without delay,85624282
none,not at all or in no way,85548408
robert,United States parliamentary authority and author (in 1876) of Robert's Rules of Order (1837-1923),85382658
wireless,medium for communication,85333514
whole,including all components without exception; being one unit or constituting the full amount or extent or duration; complete,85317360
corporation,a business firm whose articles of incorporation have been approved in some state,85018873
addition,a component that is added to something to improve it,85014048
published,prepared and printed for distribution and sale,84923632
mind,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason,84923564
later,happening at a time subsequent to a reference time,84857974
google,a widely used search engine that uses text-matching techniques to find web pages that are important and relevant to a user's search,84757894
corporate,of or belonging to a corporation,84697675
disease,an impairment of health or a condition of abnormal functioning,84604298
enterprise,a purposeful or industrious undertaking (especially one that requires effort or boldness),84491858
active,chemical agent capable of activity,84376734
commission,a special group delegated to consider some matter;  - Milton Berle,84340799
wish,hope for; have a wish,84275843
procedure,a particular course of action intended to achieve a result,84192988
hardware,major items of military weaponry (as tanks or missile),84083362
kit,a case for containing a set of articles,83997833
connection,a relation between things or events (as in the case of one causing the other or sharing features with it),83878153
build,make by combining materials and parts,83635409
hope,expect and wish,83608473
enough,as much as necessary; ; (`plenty' is nonstandard),83592616
designed,make or work out a plan for; devise,83559486
along,with a forward motion,83444756
volume,the amount of 3-dimensional space occupied by an object,83359922
institute,set up or lay the groundwork for,83291406
kingdom,a domain in which something is dominant,83204500
aid,give help or assistance; be of service,83178207
ring,sound loudly and sonorously,83170291
auction,a variety of bridge in which tricks made in excess of the contract are scored toward game; now generally superseded by contract bridge,83116660
html,a set of tags and rules (conforming to SGML) for using them in developing hypertext documents,83114894
selection,the act of choosing or selecting,83059763
guy,an informal term for a youth or man,82889911
hold,"keep in a certain state, position, or activity; e.g.,",82741121
menu,a list of dishes available at a restaurant,82642617
bed,a piece of furniture that provides a place to sleep,82564175
publisher,a firm in the publishing business,82555049
higher,advanced in complexity or elaboration,82515596
created,make or cause to be or to become,82342853
yellow,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,82326052
remember,recall knowledge from memory; have a recollection,82222044
european,of or relating to or characteristic of Europe or the people of Europe,82151205
income,the financial gain (earned or unearned) accruing over a given period of time,82095217
political,involving or characteristic of politics or parties or politicians; - Daniel Goleman,82021775
stuff,the tangible substance that goes into the makeup of a physical object,82013389
nature,the essential qualities or characteristics by which something is recognized,82008717
advertise,call attention to,81965610
oh,a midwestern state in north central United States in the Great Lakes region,81943081
button,a round fastener sewn to shirts and coats etc to fit through buttonholes,81941621
monday,the second day of the week; the first working day,81887183
union,an organization of employees formed to bargain with the employer,81771545
near,not far distant in time or space or degree or circumstances,81652767
environmental,of or relating to the external conditions or surroundings,81596309
survey,consider in a comprehensive way,81520162
storage,the act of storing something,81483755
western,relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts,81451490
mode,how something is done or how it happens,81446689
french,of or pertaining to France or the people of France,81440411
associate,make a logical or causal connection,81238514
approach,move towards,81227493
executive,a person responsible for the administration of a business,81226384
japan,"a string of more than 3,000 islands to the east of Asia extending 1,300 miles between the Sea of Japan and the western Pacific Ocean",81178706
bay,an indentation of a shoreline larger than a cove but smaller than a gulf,81093638
double,a base hit on which the batter stops safely at second base,80997067
factor,anything that contributes causally to a result,80846686
availability,the quality of being at hand when needed,80766387
authority,the power or right to give orders or make decisions,80656063
africa,the second largest continent; located to the south of Europe and bordered to the west by the South Atlantic and to the east by the Indian Ocean,80609140
element,an abstract part of something,80486579
growth,(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level,80238798
win,be the winner in a contest or competition; be victorious,79848750
goal,the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it,79841602
provider,someone whose business is to supply a particular service or commodity,79764233
overall,involving only main features,79608781
guest,a visitor to whom hospitality is extended,79375729
le,a chronic inflammatory collagen disease affecting connective tissue (skin or joints),79323596
culture,a particular society at a particular time and place,79296976
cash,money in the form of bills or coins,79273690
employment,the state of being employed or having a job,79226449
battery,group of guns or missile launchers operated together at one place,79037753
effort,earnest and conscientious activity intended to do or accomplish something,78950684
hospital,a health facility where patients receive treatment,78835222
administration,a method of tending to or managing the affairs of a some group of people (especially the group's business affairs),78793686
match,"be compatible, similar or consistent; coincide in their characteristics",78766925
driver,the operator of a motor vehicle,78722091
division,an army unit large enough to sustain combat,78661622
trademark,a distinctive characteristic or attribute,78426012
seen,perceive by sight or have the power to perceive by sight,78365291
sunday,first day of the week; observed as a day of rest and worship by most Christians,78182392
custom,accepted or habitual practice,77967148
relationship,"a relation between people; (`relationship' is often used where `relation' would serve, as in `the relationship between inflation and unemployment', but the preferred usage of `relationship' is for human relations or states of relatedness)",77810078
regional,characteristic of a region,77752808
direction,a line leading to a place or point,77743069
glass,a brittle transparent solid with irregular atomic structure,77569569
relation,an abstraction belonging to or characteristic of two entities or parts together,77536544
ny,a Mid-Atlantic state; one of the original 13 colonies,77534309
started,take the first step or steps in carrying out an action,77515342
officer,any person in the armed services who holds a position of authority or command,77438291
schedule,plan for an activity or event,77421874
cross,travel across or pass over,77222123
master,an artist of consummate skill,77138444
soon,in the near future,77038135
claim,assert or affirm strongly; state to be true or existing,77027977
command,an authoritative direction or instruction to do something,76990257
door,a swinging or sliding barrier that will close the entrance to a room or building or vehicle,76868330
sponsored,assume sponsorship of,76855129
electronic,of or relating to electronics; concerned with or using devices that operate on principles governing the behavior of electrons,76707502
continue,"continue a certain state, condition, or activity",76659163
session,a meeting for execution of a group's functions,76649383
poster,a sign posted in a public place as an advertisement,76623133
across,to the opposite side,76597151
someone,a human being,76553113
needed,necessary for relief or supply,76528079
apply,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,76341478
fan,a device for creating a current of air by movement of a surface or surfaces,76335616
gas,the state of matter distinguished from the solid and liquid states by: relatively low density and viscosity; relatively great expansion and contraction with changes in pressure and temperature; the ability to diffuse readily; and the spontaneous tendency to become distributed uniformly throughout any container,76235887
airport,an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo,76114075
held,occupied or in the control of; often used in combination,76100888
classic,of recognized authority or excellence,76090639
effective,producing or capable of producing an intended result or having a striking effect; -LewisMumford,75960822
believe,accept as true; take to be true,75918053
nation,a politically organized body of people under a single government,75879357
voice,the distinctive quality or pitch or condition of a person's speech,75729708
asked,inquire about,75532722
instruction,a message describing how something is to be done,75461188
dollar,the basic monetary unit in many countries; equal to 100 cents,75411886
male,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation,75346858
shirt,a garment worn on the upper half of the body,75266035
fine,being satisfactory or in satisfactory condition,75242969
focus,the concentration of attention or energy on something,75152131
programme,an announcement of the events that will occur as part of a theatrical or sporting event,74997615
inn,a hotel providing overnight lodging for travelers,74976122
lost,no longer in your possession or control; unable to be found or recovered,74772026
affiliate,a subordinate or subsidiary associate; a person who is affiliated with another or with an organization,74563574
horse,solid-hoofed herbivorous quadruped domesticated since prehistoric times,74558663
dc,the district occupied entirely by the city of Washington; chosen by George Washington as the site of the capital of the United States and created out of land ceded by Maryland and Virginia,74551458
inside,within a building,74360351
leader,a person who rules or guides or inspires others,74333999
silver,made from or largely consisting of silver,74330865
wall,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure,74268226
cut,separate with or as if with an instrument,74169573
female,an animal that produces gametes (ova) that can be fertilized by male gametes (spermatozoa),74002957
lower,move something or somebody to a lower position,73933807
mature,develop and reach maturity; undergo maturation,73877124
particular,unique or specific to a person or thing or category,73860048
rather,on the contrary,73664932
length,the linear extent in space from one end to the other; the longest dimension of something that is fixed in place,73659904
ground,the solid part of the earth's surface,73622412
impact,the striking of one body against another,73603157
homepage,the opening page of a web site,73542247
nothing,a quantity of no importance,73363579
population,the people who inhabit a territory or state,73322011
extra,"more than is needed, desired, or required",73301177
came,"move toward, travel toward something or somebody or approach something or somebody",73286694
distribution,(statistics) an arrangement of values of a variable showing their observed or theoretical frequency of occurrence,73247110
regulation,an authoritative rule,73159506
certain,definite but not specified or identified,73108213
frame,the framework for a pair of eyeglasses,73087323
running,(American football) a play in which a player attempts to carry the ball through or past the opposing team,72955000
mon,the second day of the week; the first working day,72929524
bush,a low woody perennial plant usually having several major stems,72896884
necessary,absolutely essential,72715604
clothing,a covering designed to be worn on a person's body,72654600
jewelry,an adornment (as a bracelet or ring or necklace) made of precious metals and set with gems (or imitation gems),72648785
according,go together,72553085
browser,a viewer who looks around casually without seeking anything in particular,72453563
transfer,the act of moving something from one location to another,72415250
foundation,the basis on which something is grounded,72409722
wedding,the social event at which the ceremony of marriage is performed,72287352
responsibility,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,72155717
measure,"determine the measurements of something or somebody, take measurements of",72020832
trial,the act of testing something,72001855
tuesday,the third day of the week; the second working day,71639310
advice,a proposal for an appropriate course of action,71628494
pet,a domesticated animal kept for companionship or amusement,71599275
statistic,a datum that can be represented numerically,71579394
vacation,leisure time away from work devoted to rest or pleasure,71570046
grant,let have,71557398
six,denoting a quantity consisting of six items or units,71543101
interface,(chemistry) a surface forming a common boundary between two things (two objects or liquids or chemical phases),71532065
accommodation,making or becoming suitable; adjusting to circumstances,71522462
suite,a musical composition of several movements only loosely connected,71388199
military,of or relating to the study of the principles of warfare,71379973
son,a male human offspring,71254769
zip,close with a zipper,71232800
registration,the act of enrolling,71202762
flight,a formation of aircraft in flight,71157824
sat,the seventh and last day of the week; observed as the Sabbath by Jews and some Christians,70997818
saturday,the seventh and last day of the week; observed as the Sabbath by Jews and some Christians,70963024
leave,go away from a place,70957750
capital,assets available for use in the production of further assets,70933885
british,of or relating to or characteristic of Great Britain or its people or culture,70912501
george,Christian martyr; patron saint of England; hero of the legend of Saint George and the Dragon in which he slew a dragon and saved a princess (?-303),70899436
christian,relating to or characteristic of Christianity,70847518
flash,gleam or glow intermittently,70685599
filter,remove by passing through a filter,70648255
huge,unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge,70639535
bag,a flexible container with a single opening,70582480
taking,the act of someone who picks up or takes something,70312688
piece,a separate part of a whole,70299352
middle,an area that is approximately central within some larger region,70231951
summer,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox,70182891
tag,"a label written or printed on paper, cardboard, or plastic that is attached to something to indicate its owner, nature, price, etc.",70164517
medicine,the branches of medical science that deal with nonsurgical techniques,70153896
coming,of the relatively near future,70099649
mountain,a land mass that projects well above its surroundings; higher than a hill,69961397
firm,the members of a business organization that owns or operates one or more establishments,69741666
appropriate,suitable for a particular person or place or condition etc,69671201
protein,any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes,69658631
certificate,a document attesting to the truth of certain stated facts,69608544
block,a solid piece of something (usually having flat rectangular sides),69578980
difference,the quality of being unlike or dissimilar,69547459
thursday,the fifth day of the week; the fourth working day,69519002
ok,an expression of agreement normally occurring at the beginning of a sentence,69479742
expert,a person with special knowledge or ability who performs skillfully,69461029
ip,"the sciences concerned with gathering, manipulating, storing, retrieving, and classifying recorded information",69459661
actually,in actual fact,69444655
nice,pleasant or pleasing or agreeable in nature or appearance; - George Meredith,69395609
apartment,a suite of rooms usually on one floor of an apartment house,69339429
grade,a body of students who are taught together,69288960
sent,100 senti equal 1 kroon in Estonia,69009823
follow,"to travel behind, go after, come after",68982994
assessment,the classification of someone or something with respect to its worth,68975724
wednesday,the fourth day of the week; the third working day,68895740
module,one of the inherent cognitive or perceptual powers of the mind,68864827
asian,a native or inhabitant of Asia,68832210
christmas,period extending from Dec. 24 to Jan. 6,68768832
shown,give an exhibition of to an interested audience,68755779
england,a division of the United Kingdom,68710198
instrument,a device that requires skill for proper use,68496011
pa,an informal term for a father; probably derived from baby talk,68454754
begin,take the first step or steps in carrying out an action,68194770
went,"change location; move, travel, or proceed, also metaphorically",68130142
starting,a turn to be a starter (in a game at the beginning),68080206
alternative,one of a number of things from which only one can be chosen,68014982
fri,the sixth day of the week; the fifth working day,67969998
mr,a form of address for a man,67898826
potential,the inherent capacity for coming into being,67820080
cancer,any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,67806348
furniture,furnishings that make a room or other area ready for occupancy,67625659
hi,an expression of greeting,67566273
round,having a circular shape,67565012
senior,an undergraduate student during the year preceding graduation,67527137
outside,outside a building,67458757
telephone,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds,67452674
multiple,having or involving or consisting of more than one part or entity or individual,67448836
foreign,of concern to or concerning the affairs of other nations (other than your own),67443436
wine,fermented juice (of grapes especially),67431307
break,terminate,67285982
wed,take in marriage,67188466
allow,make it possible through a specific action or lack of action for something to happen,67052567
warning,a message informing of danger,66975777
target,a reference point to shoot at,66974497
super,of the highest quality,66861365
sea,a division of an ocean or a large body of salt water partially enclosed by land,66787651
mother,a woman who has given birth to a child (also used as a term of address to your mother),66782465
pass,go across or through,66674011
virginia,a state in the eastern United States; one of the original 13 colonies; one of the Confederate States in the American Civil War,66607782
brown,of a color similar to that of wood or earth,66474853
almost,(of actions or states) slightly short of or not quite accomplished; all but,66395121
took,carry out,66297175
located,situated in a particular spot or position,66249627
hp,a unit of power equal to 746 watts,66243562
studio,workplace for the teaching or practice of an art,66057558
industrial,of or relating to or resulting from industry,65921648
hall,an interior passage or corridor onto which rooms open,65873004
wood,the hard fibrous lignified substance under the bark of trees,65778290
primary,of first rank or importance or value; direct and immediate rather than secondary,65687551
desktop,the top of a desk,65633168
late,being or occurring at an advanced period of time or after a usual or expected time,65574606
featured,made a feature or highlight; given prominence,65473127
trip,a journey for some purpose (usually including the return),65448610
stand,be standing; be upright,65383320
inc,a heterogeneous collection of groups united in their opposition to Saddam Hussein's government of Iraq; formed in 1992 it is comprised of Sunni and Shiite Arabs and Kurds who hope to build a new government,65336689
responsible,worthy of or requiring responsibility or trust; or held accountable,65319659
thomas,United States clockmaker who introduced mass production (1785-1859),65287220
associated,make a logical or causal connection,65218530
stage,any distinct time period in a sequence of events,65151146
independent,free from external control and constraint,65076298
distance,the property created by the space between two objects or points,64947685
input,signal going into an electronic system,64942308
string,a lightweight cord,64902383
smith,Rhodesian statesman who declared independence of Zimbabwe from Great Britain (born in 1919),64735383
friendly,characteristic of or befitting a friend,64695290
police,the force of policemen and officers,64560602
metal,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.,64527097
peter,disciple of Jesus and leader of the Apostles; regarded by Catholics as the vicar of Christ on earth and first Pope,64408956
budget,a sum of money allocated for a particular purpose,64343440
resort,have recourse to,64336124
introduction,the act of beginning something new,64314420
safe,free from danger or the risk of harm,64247128
pack,arrange in a container,64239482
definition,a concise explanation of the meaning of a word or phrase or symbol,64233753
catalog,a book or pamphlet containing an enumeration of things,64148300
clip,a metal frame or container holding cartridges; can be inserted into an automatic gun,64110929
physical,involving the body as distinguished from the mind or spirit,64090052
operating,involved in a kind of operation,64046921
visitor,someone who visits,64031818
worker,a person who works at a specific occupation,64027085
indian,a member of the race of people living in America when Europeans arrived,64021150
kitchen,a room equipped for preparing meals,63873372
panel,sheet that forms a distinct (usually flat and rectangular) section or component of something,63801330
chicago,largest city in Illinois; a bustling Great Lakes port that extends 26 miles along the southwestern shoreline of Lake Michigan,63768898
valley,a long depression in the surface of the land that usually contains a river,63740387
inch,a unit of length equal to one twelfth of a foot,63696489
sheet,any broad thin expanse or surface,63679634
buyer,a person who buys,63475298
happy,enjoying or showing or marked by joy or pleasure,63471922
regular,in accordance with fixed order or procedure or principle,63400354
wanted,feel or have a desire for; want strongly,63301836
